tdoy,avg_ret,cum_pct_Y1
1,-0.04904977375565611,-4.904977375565611
2,0.16008815868563414,10.318609696548808
3,0.1465372267237426,26.48439281750006
4,0.08364398881640267,37.06405195577651
5,0.037698412698412676,42.23114915252204
6,-0.027859778597785934,38.26862082742413
7,-0.09192186886533171,25.558710795535376
8,0.051724137931034475,32.053126871166526
9,0.02250874125874125,35.025476536317335
10,0.012089177307933796,36.65782346325312
11,0.0462439625937725,42.977422739634164
12,0.050657894736842124,50.22035797052353
13,0.07709344918647243,61.80136350449781
14,0.0462314889854859,69.28168145919263
15,0.10606469002695418,87.23649053040347
16,0.07419175027870678,101.12789347889661
17,0.03195488721804507,107.55491263141775
18,-0.016929499072356247,104.04111193056119
19,-0.052901353965183806,93.24706084487286
20,-0.02963207755012115,87.52074895158461
21,-0.017619047619047645,84.21681194624718
22,-0.06343283582089554,72.53141715861209
23,-0.04262820512820509,65.17671251691486
24,-0.01645658263305322,62.45846829832418
25,0.12670707070707077,83.04310492796236
26,0.08464378939326411,98.53656695137396
27,0.09812730028144623,118.0184242734589
28,0.10353741496598645,140.59148833769052
29,0.10307116104868919,165.38953237908842
30,0.01937972341559785,170.53270811399003
31,0.01502256413362818,174.59680307187654
32,0.019676470588235295,179.99989899114374
33,-0.002164318451875702,179.39389004323388
34,-0.03260869565217389,170.28321971573712
35,-0.0039671682626539195,169.21096070455292
36,-0.0038461538461538325,168.17553393261235
37,-0.03509991043577626,158.76259671051116
38,-0.010171235149664837,156.13066149143066
39,-0.02889174908548975,148.73059868651973
40,-0.038483650736615194,139.1585371991585
41,-0.06635826465557454,123.28839169305672
42,-0.03556774596378559,115.34652690065586
43,-0.07197314792615678,99.84735946465086
44,0.024398395721925148,104.72331442485125
45,-0.02372989329511066,99.86525201852814
46,-0.03331105169340459,93.20753027682362
47,0.0052785399021830215,94.22738393479209
48,-0.03302026109043649,87.81394500635282
49,-0.0382384806577018,80.63222510298071
50,-0.09007416649338046,64.36192798498506
51,-0.018723404255319098,61.28451316313854
52,0.0618456078083407,71.25925190978518
53,-0.010157480314960665,69.51968942975664
54,-0.023527992277992293,65.53123148588567
55,-0.05965356991972964,55.65670259454345
56,0.04571975131516015,62.77328832770381
57,0.06021011741855742,72.57388713051955
58,0.059984120682810615,82.9255800028584
59,0.0429152397260274,90.77587512070365
60,-0.00562504136059816,89.70275293254537
61,0.026566164154103844,94.7424274074368
62,0.03744732473502749,102.03501032625061
63,-0.006271922002259067,100.76786249975878
64,0.02400891673695632,105.5880813939722
65,-0.05225687438750215,94.84469084899982
66,-0.03703457446808511,87.62870063604151
67,-0.05513011152416353,77.28470944484265
68,-0.10183863655444547,59.23027635302884
69,-0.08851674641148322,45.1357303600574
70,-0.08598435462842247,32.656328251523114
71,-0.022702104097452935,29.64475047837116
72,-0.01998667554963357,27.05358291384674
73,-0.06458333333333327,18.84803901732748
74,0.062148594377510025,26.234277586777832
75,0.15769712140175218,46.141059784442426
76,0.23660714285714285,80.71907839415424
77,-0.00931331665276619,79.03598439187343
78,0.07192169472290522,91.91255580572056
79,0.10587262200165426,112.23084128391099
80,0.02635869565217397,117.82496943731844
81,0.008621803151640406,119.7030134453191
82,0.017301587301587318,123.50422431286515
83,-0.022125253518529897,118.55913668748062
84,0.017968498874959882,122.4863162891618
85,0.11277308838133066,147.57678529967615
86,0.05384380719951187,160.90726199442682
87,0.03609735973597361,170.3253252883676
88,0.013292037682281543,173.9184996985756
89,0.03747484909456744,184.18355413899005
90,-0.03830409356725145,173.29816069097612
91,-0.05399536158549445,158.5413276838163
92,0.03703703703703709,168.1169324128466
93,-0.009541984732824416,165.5585647371515
94,0.011404803434858501,168.5872079684218
95,-0.028827646544182017,160.84447087081944
96,-0.0013218923933209226,160.49966254893548
97,-0.030522443658036913,152.54857627584798
98,-0.0674012308914036,135.5264913749843
99,-0.00808017359524893,133.6233964383945
100,0.08608058608058611,153.73383532594866
101,0.03785862170955345,163.33984861246793
102,-0.004624542124542164,162.12202238948902
103,-0.04591931155732398,150.0855595773502
104,-0.036979616733594234,140.83749143357335
105,0.021605615266505784,146.04093361523755
106,0.04552631578947375,157.24227085614183
107,0.016355140186915862,161.4495042579946
108,0.019359052106171504,166.51091883405783
109,-0.00020202020202020332,166.45707824439438
110,-0.03600989653621234,156.86198642547228
111,-0.01871036452534247,152.05600502674815
112,-0.03888888888888886,142.2538270534857
113,-0.006024096385542188,140.79446664954904
114,-0.02193466504800795,135.5127206781775
115,0.012172608745817493,138.3795248816559
116,-0.07230751862722962,121.14289294592541
117,-0.035484083136016864,113.29584014769294
118,0.01105598866052443,115.65403653770284
119,-0.029542920847268672,109.28298640587548
120,-0.0203869047619048,105.01635409373189
121,0.0031574023544087004,105.66367321283975
122,0.013110799875505785,108.36008847399472
123,0.042360580595874664,117.18634279476095
124,0.034241272522522515,124.62307954656633
125,0.048269281389839436,135.4654741798518
126,0.09662833872320031,158.2181117765215
127,0.031768231768231736,166.42124459819323
128,0.03453453453453459,175.62197827050326
129,0.029736842105263173,183.81810551907347
130,0.012761644742285139,187.44009135313627
131,0.03147939017504231,196.48853014079145
132,-0.016340612678192312,191.64372590623424
133,0.002549019607843095,192.3871314820736
134,-0.0033557046979865723,191.4059666113284
135,-0.018856065367693298,185.91119665636936
136,-0.02711691491532342,178.1581670633003
137,0.0332556935817806,187.40850983442715
138,0.014545454545454584,191.58899725020063
139,-0.010135135135135143,188.63370335915133
140,-0.010004009623095389,185.7462090131967
141,-0.013513513513513487,181.8847737562616
142,0.04034090909090904,193.2562617884744
143,0.01604808590102702,197.9624634686699
144,0.02344250555911509,204.94745017494185
145,0.04253097090175739,217.9171613048974
146,0.05122080679405516,234.20113480061002
147,0.004086538461538447,235.5668605918625
148,-0.017228531401830116,229.78553639674203
149,-0.005257786162743916,228.0515945668022
150,0.0,228.0515945668022
151,-0.018581081081081086,221.9560412893785
152,-0.016214986677065057,216.73552836927058
153,0.0280183991404781,225.60995082509106
154,0.03251748251748254,236.1979667085643
155,0.0031770180776803936,237.2660737264768
156,-0.00324675324675322,236.17105400658565
157,-0.015713134568896003,230.88875299681257
158,0.0279166666666667,240.12606401797356
159,-0.0018264172998246342,239.5048518905299
160,0.0,239.5048518905299
161,0.046490455212922166,255.2885870019163
162,-0.0010190946148895264,254.92651431617094
163,-0.03131720430107526,243.8112081554629
164,-0.019341138659320467,237.1615079058996
165,-0.011309381714012912,233.34841971371964
166,-0.03188078297248603,222.72101109060532
167,0.0072378716744913585,225.0568243555412
168,0.026576576576576583,233.69572193976506
169,0.040790117416829696,247.30720961918183
170,2.823263692824929e-05,247.31701501753358
171,0.004433024621639914,248.8566798966208
172,-0.03347514554411102,237.17865176304605
173,-0.025632190795781384,228.53602422879132
174,-0.013002850807728839,224.26411932077994
175,-0.0009267388547459232,223.9636111622054
176,-0.07196155099380908,200.65068723741786
177,-0.009063043971845874,197.92587683881945
178,-0.007174265216385034,195.78847758355366
179,-0.1018170426065163,165.67216955891237
180,-0.12799019607843137,131.66873648448495
181,-0.0675347677774863,116.02304216470158
182,-0.05259952805054424,104.66033209879546
183,0.015631637074165317,107.85950813364198
184,-0.022989452867501647,103.08093176834151
185,-0.06172839506172845,90.54507178264141
186,-0.013157894736842146,88.03789978550138
187,-0.013333333333333308,85.53072778836138
188,-0.1216216216216216,62.966179814101196
189,0.06153846153846154,72.99486780266126
190,0.05797101449275366,83.02355579122134
191,0.0547945205479452,93.0522437797814
192,-0.025974025974025983,88.03789978550137
193,0.0,88.03789978550137
194,0.01333333333333342,90.5450717826414
195,0.026315789473684292,95.55941577692144
196,0.012820512820512775,98.06658777406145
197,0.08860759493670889,115.6167917540416
198,0.10465116279069764,138.18133972830177
199,0.021052631578947434,143.19568372258183
200,0.09278350515463907,165.76023169684197
201,0.1132075471698113,195.8462956625222
202,0.05084745762711873,210.88932764536233
203,0.12096774193548376,248.49690760246256
204,0.03597122302158273,261.03276758816264
205,0.05555555555555558,281.0901435652828
206,0.05921052631578938,303.6546915395429
207,0.01863354037267073,311.1762075309629
208,0.012195121951219523,316.190551525243
209,0.04216867469879526,333.74075550522315
210,0.09248554913294793,373.8555074594634
211,0.031746031746031855,388.8985394423036
212,0.03589743589743599,406.44874342228377
213,0.02970297029702973,421.4917754051239
214,0.024038461538461453,434.027635390824
215,0.023474178403755763,446.563495376524
216,0.00917431192660545,451.577839370804
217,0.0,451.577839370804
218,0.0,451.577839370804
219,-0.004545454545454519,449.0706673736639
220,0.0365296803652968,469.1280433507841
221,-0.013215859030836996,461.6065273593641
222,-0.03125,444.05632337938397
223,0.01382488479262678,451.57783937080404
224,-0.022727272727272707,439.04197938510396
225,-0.0046511627906976605,436.53480738796395
226,-0.03738317757009346,416.47743141084374
227,-0.004854368932038833,413.97025941370373
228,-0.05853658536585371,383.8841954480235
