tdoy,Year_1,Year_2,Year_3,Year_4
200,165.76023169684197,,inf,68.35874837131301
201,195.8462956625222,,inf,75.53411063553503
202,210.88932764536233,,inf,85.72519947298416
203,248.49690760246256,,inf,95.43564149648209
204,261.03276758816264,,inf,101.01261632404155
205,281.0901435652828,,inf,105.72198157054578
206,303.6546915395429,,inf,103.43618177531751
207,311.1762075309629,,inf,97.40867763492179
208,316.190551525243,,inf,87.72427309228938
209,333.74075550522315,,inf,70.82432603059512
210,373.8555074594634,,inf,51.83119845176696
211,388.8985394423036,,inf,27.09979547219461
212,406.44874342228377,,inf,9.502681317639006
213,421.4917754051239,,inf,-0.3948756430267153
214,434.027635390824,,inf,-6.308710545827989
215,446.563495376524,,inf,0.49146368874901647
216,451.577839370804,,inf,7.310589702404791
217,451.577839370804,,inf,26.236439205669804
218,451.577839370804,,inf,48.966533100445545
219,449.0706673736639,,inf,79.8320970181108
220,469.1280433507841,,inf,97.64083344492163
221,461.6065273593641,,inf,117.3002486068388
222,444.05632337938397,,inf,128.52169478465717
223,451.57783937080404,,inf,136.57592181626197
224,439.04197938510396,,inf,136.87098021663468
225,436.53480738796395,,inf,138.2590149549321
226,416.47743141084374,,inf,135.23446382887775
227,413.97025941370373,,inf,137.0497041358356
228,383.8841954480235,,inf,138.43302612354628
229,376.36267945660336,,inf,140.67355451215056
230,313.683379528103,,inf,144.81729012315205
231,215.90367163964225,,inf,150.1218855373013
232,193.33912366538212,,inf,149.87335210457314
233,145.70285571972178,,inf,150.97740590204626
234,130.65982373688166,,inf,151.96530792058317
235,120.63113574832163,,inf,150.84976749281003
236,140.68851172544177,,inf,153.6489803314418
237,123.13830774546166,,inf,144.73013221404162
238,148.21002771686187,,inf,128.7194910624248
239,148.21002771686187,,inf,113.62489082461593
240,180.8032636796821,,inf,96.0432943390403
241,225.93235962820245,,inf,81.86406235854369
242,266.04711158244277,,inf,71.45633126491174
243,278.58297156814285,,inf,66.83215722751376
244,286.1044875595629,,inf,51.67865046047313
245,281.0901435652829,,inf,27.90811568681688
246,256.01842359388274,,inf,14.909773772803492
247,266.0471115824428,,inf,2.981280733888192
248,263.53993958530276,,inf,-4.843638584845078
249,266.0471115824428,,inf,-5.611591611673184
250,303.6546915395431,,inf,-11.761859782298279
251,331.2335835080833,,inf,-19.50434006056384
252,351.2909594852035,,inf,-26.574904784973775
