tdoy,avg_ret,cum_pct_Y3
1,0.0625,6.25
2,0.1777777777777778,25.13888888888889
3,0.0901639344262295,36.42190346083789
4,0.04861111111111116,43.05352376796196
5,0.03164556962025311,47.58053401378355
6,0.04761904761904767,54.6081784906304
7,0.05434782608695654,63.01079688686031
8,0.039215686274509776,69.40337715693323
9,0.036363636363636376,75.5634999626399
10,0.0,75.5634999626399
11,0.0,75.5634999626399
12,-0.0211864406779661,71.84393428546531
13,0.030973451327433676,77.16653401997087
14,0.004166666666666652,77.90472791172074
15,0.012396694214875992,80.11015842302307
16,0.020161290322580627,83.74141161703561
17,0.027131782945736482,88.72664371517224
18,0.022058823529411797,92.88973144418338
19,0.021126760563380254,96.96486661553936
20,0.010135135135135087,98.9611321555617
21,0.0298013245033113,104.89043741847581
22,0.050000000000000044,115.13495928939963
23,0.005681818181818232,116.3573170126349
24,-0.008426966292134852,114.53408119511268
25,-0.005714285714285727,113.308172159712
26,0.017341040462427793,117.00715780410005
27,-0.025139664804469275,111.55167059673441
28,-0.00588235294117645,110.30724900498892
29,0.02083333333333337,114.68865002592624
30,-0.011428571428571455,112.23506545420135
31,0.0,112.23506545420135
32,-0.029239766081871343,106.02936178594985
33,-0.021739130434782594,101.55046261669006
34,-0.03246753246753248,95.00661642783645
35,-0.07291666666666669,80.78738397997336
36,-0.05284552845528456,71.2335791355032
37,-0.04545454545454547,63.45023462934398
38,-0.03999999999999998,56.91222524417021
39,-0.08152173913043476,44.12046775143894
40,-0.051948051948051965,36.63369020590965
41,-0.050724637681159424,29.7029957751751
42,0.0,29.7029957751751
43,0.016129032258064502,31.794979578000504
44,0.015625,33.854276133906765
45,0.045454545454545414,39.938561412720695
46,-0.00694444444444442,38.96676584735459
47,-0.02112676056338031,36.0308482590302
48,-0.03676470588235292,31.029714131859976
49,-0.06349206349206349,22.710367202853
50,-0.036363636363636376,18.24817203184017
51,-0.03921568627450983,13.610988814905255
52,-0.04255319148936171,8.776478652568853
53,-0.04651162790697677,3.7171075524493613
54,0.08974358974358976,13.025053102028172
55,-0.03260869565217389,9.339453544353349
56,0.03488372093023251,13.1536205284587
57,0.05434782608695654,19.303273818048837
58,0.019607843137254943,21.6425536968341
59,-0.028301886792452824,18.199839912961437
60,0.08999999999999997,28.837825505127945
61,0.05932203389830504,36.48074735712703
62,0.06818181818181823,45.78625285874936
63,0.026666666666666616,49.67388626831599
64,0.025316455696202556,53.4630985789063
65,0.02409638554216864,57.16100456875943
66,0.005747126436781658,58.06422873294772
67,0.011363636363636354,59.86041315036756
68,0.0,59.86041315036756
69,0.02777777777777779,64.30098018232219
70,0.0,64.30098018232219
71,0.05789473684210522,73.81314219287769
72,0.018867924528301883,77.09263544179991
73,0.036363636363636376,83.53236763968354
74,0.025423728813559365,88.19844478306531
75,0.016129032258064502,91.23390356988894
76,0.05078125,100.94500023554738
77,0.0035460992907800915,101.65757115836844
78,0.0,101.65757115836844
