tdoy,avg_ret,cum_pct_Y2
1,0.03888888888888897,3.8888888888888973
2,0.09090909090909083,13.33333333333333
3,0.009803921568627416,14.444444444444438
4,0.024271844660194164,17.222222222222207
5,-0.023696682464455,14.444444444444414
6,-0.06310679611650483,7.222222222222197
7,-0.07253886010362698,-0.5555555555555869
8,-0.022346368715083775,-2.777777777777801
9,-0.06285714285714283,-8.888888888888912
10,-0.08536585365853655,-16.666666666666686
11,-0.09999999999999998,-25.00000000000001
12,-0.10370370370370374,-32.77777777777779
13,-0.04132231404958675,-35.55555555555557
14,-0.09482758620689657,-41.666666666666686
15,-0.09523809523809523,-47.22222222222224
16,-0.10526315789473684,-52.77777777777779
17,-0.14117647058823535,-59.44444444444446
18,-0.1643835616438356,-66.11111111111111
19,-0.14754098360655743,-71.11111111111113
20,-0.25,-78.33333333333334
21,-0.1282051282051282,-81.11111111111113
22,-0.11764705882352944,-83.33333333333334
23,0.30000000000000004,-78.33333333333334
24,0.35897435897435903,-70.55555555555557
25,0.18867924528301883,-65.00000000000001
26,0.20634920634920628,-57.77777777777779
27,0.19736842105263164,-49.44444444444446
28,0.10989010989010994,-43.8888888888889
29,0.02970297029702973,-42.22222222222223
30,-0.028846153846153855,-43.8888888888889
31,0.01980198019801982,-42.77777777777779
32,-0.009708737864077666,-43.33333333333334
33,-0.009803921568627416,-43.8888888888889
34,-0.02970297029702973,-45.55555555555557
35,-0.04081632653061229,-47.7777777777778
36,-0.12765957446808507,-54.44444444444445
37,-0.12195121951219512,-60.00000000000001
38,-0.06944444444444442,-62.77777777777778
39,-0.07462686567164178,-65.55555555555557
40,-0.032258064516129004,-66.66666666666667
41,0.016666666666666607,-66.11111111111111
42,-0.06557377049180324,-68.33333333333333
43,0.07017543859649122,-66.11111111111111
44,0.049180327868852514,-64.44444444444444
45,0.0,-64.44444444444444
46,0.078125,-61.66666666666667
47,0.04347826086956519,-60.00000000000001
48,0.05555555555555558,-57.77777777777777
49,0.026315789473684292,-56.666666666666664
50,0.10256410256410264,-52.222222222222214
51,0.023255813953488413,-51.11111111111111
52,0.011363636363636465,-50.55555555555556
53,0.022471910112359605,-49.444444444444436
54,0.10989010989010994,-43.88888888888888
55,0.13861386138613851,-36.11111111111111
56,-0.008695652173912993,-36.66666666666666
57,-0.03508771929824561,-38.888888888888886
58,0.10000000000000009,-32.77777777777777
59,0.05785123966942152,-28.888888888888886
60,0.0625,-24.444444444444446
61,0.06617647058823528,-19.444444444444454
62,0.020689655172413834,-17.777777777777782
63,-0.006756756756756799,-18.333333333333336
64,0.027210884353741527,-16.11111111111111
65,0.026490066225165476,-13.888888888888895
66,0.032258064516129004,-11.111111111111116
67,-0.025000000000000022,-13.333333333333341
68,0.0064102564102563875,-12.777777777777787
69,-0.0573248407643312,-17.777777777777782
70,-0.027027027027026973,-19.999999999999996
71,-0.02083333333333337,-21.666666666666668
72,0.007092198581560183,-21.111111111111125
73,-0.028169014084507005,-23.33333333333334
74,0.02898550724637672,-21.111111111111125
75,0.07042253521126751,-15.555555555555578
76,-0.013157894736842146,-16.666666666666696
77,-0.053333333333333344,-21.111111111111136
78,-0.06338028169014087,-26.11111111111114
79,-0.10526315789473684,-33.888888888888914
80,-0.0672268907563025,-38.33333333333335
81,-0.11711711711711714,-45.55555555555557
82,-0.19387755102040816,-56.11111111111112
83,-0.21518987341772156,-65.55555555555557
84,-0.24193548387096775,-73.88888888888889
85,-0.21276595744680848,-79.44444444444446
86,-0.18918918918918914,-83.33333333333334
87,-0.09999999999999998,-85.00000000000001
88,-0.11111111111111116,-86.66666666666667
89,0.04166666666666674,-86.11111111111111
90,-0.12,-87.77777777777777
91,-0.13636363636363635,-89.44444444444444
92,0.10526315789473695,-88.33333333333333
93,0.19047619047619047,-86.11111111111111
94,0.19999999999999996,-83.33333333333334
95,-0.09999999999999998,-85.0
96,-0.07407407407407407,-86.11111111111111
97,-0.07999999999999996,-87.22222222222223
98,0.21739130434782616,-84.44444444444444
99,0.2142857142857142,-81.11111111111111
100,0.05882352941176472,-80.0
101,0.02777777777777768,-79.44444444444444
102,0.08108108108108114,-77.77777777777777
103,0.02499999999999991,-77.22222222222221
104,0.07317073170731714,-75.55555555555556
105,0.045454545454545414,-74.44444444444444
106,0.0652173913043479,-72.77777777777777
107,0.08163265306122458,-70.55555555555554
108,0.037735849056603765,-69.44444444444444
109,0.018181818181818077,-68.88888888888889
110,-0.0357142857142857,-70.0
111,-0.05555555555555558,-71.66666666666666
112,-0.1568627450980392,-76.11111111111111
113,-0.16279069767441856,-80.0
114,-0.2222222222222222,-84.44444444444444
115,-0.2142857142857143,-87.77777777777777
116,-0.31818181818181823,-91.66666666666666
117,-0.4,-95.0
118,-0.7777777777777778,-98.88888888888889
119,-0.5,-99.44444444444444
120,-1.0,-100.0
121,inf,
122,1.5,
123,0.3999999999999999,
124,0.2857142857142858,
125,0.22222222222222232,
126,0.09090909090909083,
127,0.33333333333333326,
128,0.125,
129,0.05555555555555558,
130,0.10526315789473695,
131,0.09523809523809534,
132,0.17391304347826098,
133,0.07407407407407418,
134,0.13793103448275867,
135,-0.06060606060606055,
136,0.06451612903225801,
137,-0.06060606060606055,
138,-0.06451612903225812,
139,-0.10344827586206895,
140,0.0,
141,-0.07692307692307687,
142,0.0,
143,0.04166666666666674,
144,0.040000000000000036,
145,0.11538461538461542,
146,0.06896551724137923,
147,0.09677419354838701,
148,0.08823529411764697,
149,0.10810810810810811,
150,0.1707317073170731,
151,0.125,
152,0.09259259259259256,
153,0.05084745762711873,
154,0.08064516129032251,
155,0.014925373134328401,
156,0.08823529411764697,
157,0.054054054054053946,
158,0.10256410256410264,
159,0.011627906976744207,
160,0.04597701149425282,
161,0.01098901098901095,
162,0.010869565217391353,
163,0.032258064516129004,
164,0.0,
165,-0.02083333333333337,
166,-0.1063829787234043,
167,-0.11904761904761907,
168,-0.21621621621621623,
169,-0.24137931034482762,
170,-0.18181818181818177,
171,-0.11111111111111116,
172,-0.25,
173,-0.16666666666666663,
174,0.0,
175,-0.30000000000000004,
176,0.2857142857142858,
177,0.7777777777777777,
178,0.0,
179,0.375,
180,0.045454545454545414,
181,-0.08695652173913049,
182,-0.19047619047619047,
183,-0.32352941176470584,
184,-0.4782608695652174,
185,-0.25,
186,-0.4444444444444444,
187,0.19999999999999996,
188,-0.33333333333333337,
189,0.0,
190,0.75,
191,0.5714285714285714,
192,0.09090909090909083,
193,0.25,
194,0.06666666666666665,
195,0.5,
196,0.0,
197,-0.04166666666666663,
198,0.0,
199,0.0,
200,0.08695652173913038,
201,0.0,
202,0.24,
203,0.0,
204,0.29032258064516125,
205,0.19999999999999996,
206,0.08333333333333326,
207,0.09615384615384626,
208,0.07017543859649122,
209,0.21311475409836067,
210,0.04054054054054057,
211,0.06493506493506485,
212,0.012195121951219523,
213,0.04819277108433728,
214,0.08045977011494254,
215,0.05319148936170204,
216,0.04040404040404044,
217,-0.009708737864077666,
218,0.03921568627450989,
219,-0.018867924528301883,
220,-0.028846153846153855,
221,-0.01980198019801982,
222,0.0,
223,-0.04040404040404044,
224,-0.021052631578947323,
225,-0.010752688172043001,
226,0.0652173913043479,
227,0.061224489795918435,
228,-0.009615384615384581,
229,0.10679611650485432,
230,0.026315789473684292,
231,0.03418803418803429,
232,0.04958677685950419,
233,0.023622047244094446,
234,0.06153846153846154,
235,-0.007246376811594235,
236,-0.06569343065693434,
237,-0.109375,
238,0.07017543859649122,
239,0.008196721311475308,
240,-0.04878048780487809,
241,-0.16239316239316237,
242,-0.18367346938775508,
