Date,LT_pct_above_SMA200,MT_pct_RSI_ge_50,ST_pct_RSI_ge_60,RegimeScore,RegimeScore_EMA10
2025-08-08,57.55102040816327,52.44897959183673,31.63265306122449,50.836734693877546,50.6145108740523
2025-08-11,55.91836734693878,43.06122448979592,24.897959183673468,45.857142857142854,49.74953487097785
2025-08-12,59.183673469387756,44.08163265306123,26.122448979591837,48.04081632653061,49.438858771987434
2025-08-13,64.89795918367346,55.91836734693878,30.20408163265306,55.265306122448976,50.49821283570772
2025-08-14,61.42857142857143,47.55102040816326,24.693877551020407,49.91836734693877,50.392786383204275
2025-08-15,61.224489795918366,49.183673469387756,26.73469387755102,50.714285714285715,50.451240807037266
2025-08-18,61.42857142857143,45.51020408163266,24.081632653061224,49.183673469387756,50.220774018373724
2025-08-19,63.26530612244898,55.714285714285715,33.87755102040816,55.122448979591844,51.111987647686114
2025-08-20,63.6734693877551,62.65306122448979,37.755102040816325,58.183673469387756,52.39774870617732
2025-08-21,63.469387755102034,70.20408163265306,43.06122448979592,61.408163265306115,54.0360058987462
2025-08-22,68.9795918367347,71.63265306122449,51.83673469387755,66.34693877551021,56.27435733088511
2025-08-25,65.51020408163265,68.77551020408164,43.06122448979592,62.0,57.31538327072418
2025-08-26,64.6938775510204,70.0,46.93877551020408,62.734693877551024,58.30071247196543
2025-08-27,66.12244897959184,72.0408163265306,51.42857142857142,64.95918367346938,59.51134359951161
2025-08-28,65.3061224489796,71.0204081632653,48.97959183673469,63.755102040816325,60.2829360433852
2025-08-29,65.91836734693878,72.6530612244898,50.0,64.75510204081633,61.096057133827216
2025-09-02,63.87755102040816,59.591836734693885,34.285714285714285,56.673469387755105,60.29195027090501
2025-09-03,63.469387755102034,47.14285714285714,22.857142857142858,50.448979591836725,58.50231923834714
2025-09-04,64.6938775510204,57.95918367346938,31.63265306122449,56.06122448979592,58.05848382951964
2025-09-05,64.08163265306122,59.795918367346935,32.244897959183675,56.42857142857143,57.762136120256336
2025-09-08,64.08163265306122,62.04081632653061,32.04081632653061,57.06122448979591,57.6346976419908
2025-09-09,62.65306122448979,52.85714285714286,24.285714285714285,52.04081632653062,56.61762831190713
2025-09-10,61.224489795918366,46.53061224489796,25.918367346938776,49.755102040816325,55.3698962626179
2025-09-11,66.53061224489795,64.28571428571429,37.142857142857146,59.9795918367347,56.20802273063914
2025-09-12,63.87755102040816,42.857142857142854,20.0,48.795918367346935,54.86036739185874
2025-09-15,62.04081632653061,46.73469387755102,24.081632653061224,49.857142857142854,53.95069020372857
2025-09-16,62.244897959183675,41.0204081632653,18.775510204081634,47.183673469387756,52.72032352475752
2025-09-17,61.836734693877546,40.0,17.142857142857142,46.3469387755102,51.56152629762164
2025-09-18,61.63265306122449,44.89795918367347,22.040816326530614,48.69387755102041,51.04013561642142
