Date,RSI_Spread_SPX
2003-09-05,13.14102564102564
2003-09-08,17.307692307692307
2003-09-09,13.14102564102564
2003-09-10,4.166666666666667
2003-09-11,4.166666666666667
2003-09-12,7.051282051282051
2003-09-15,5.448717948717949
2003-09-16,8.012820512820511
2003-09-17,6.089743589743589
2003-09-18,14.743589743589743
2003-09-19,12.5
2003-09-22,7.051282051282052
2003-09-23,9.294871794871796
2003-09-24,2.564102564102564
2003-09-25,-1.282051282051282
2003-09-26,-2.8846153846153846
2003-09-29,-0.3205128205128207
2003-09-30,0.3205128205128205
2003-10-01,2.884615384615384
2003-10-02,4.166666666666666
2003-10-03,7.051282051282051
2003-10-06,8.333333333333334
2003-10-07,10.576923076923078
2003-10-08,8.653846153846153
2003-10-09,11.858974358974358
2003-10-10,10.897435897435898
2003-10-13,16.025641025641026
2003-10-14,16.666666666666668
2003-10-15,10.576923076923077
2003-10-16,11.538461538461538
2003-10-17,5.448717948717949
2003-10-20,5.128205128205128
2003-10-21,6.410256410256411
2003-10-22,1.282051282051282
2003-10-23,1.9230769230769225
2003-10-24,1.5974440894568684
2003-10-27,4.15335463258786
2003-10-28,10.862619808306707
2003-10-29,14.37699680511182
2003-10-30,13.738019169329075
2003-10-31,12.779552715654953
2003-11-03,18.849840255591054
2003-11-04,13.418530351437699
2003-11-05,14.376996805111819
2003-11-06,17.57188498402556
2003-11-07,15.654952076677315
2003-11-10,5.1118210862619815
2003-11-11,4.7923322683706076
2003-11-12,11.182108626198081
2003-11-13,12.140575079872205
2003-11-14,8.626198083067091
2003-11-17,6.3897763578274756
2003-11-18,1.9169329073482424
2003-11-19,4.472843450479234
2003-11-20,0.9584664536741214
2003-11-21,1.5974440894568689
2003-11-24,6.070287539936102
2003-11-25,7.667731629392971
2003-11-26,8.626198083067091
2003-11-28,9.26517571884984
2003-12-01,18.849840255591054
2003-12-02,15.974440894568689
2003-12-03,12.140575079872203
2003-12-04,13.738019169329073
2003-12-05,7.3482428115015965
2003-12-08,9.26517571884984
2003-12-09,7.667731629392971
2003-12-10,3.5143769968051117
2003-12-11,10.223642172523961
2003-12-12,11.82108626198083
2003-12-15,6.70926517571885
2003-12-16,7.028753993610224
2003-12-17,9.904153354632587
2003-12-18,14.37699680511182
2003-12-19,13.738019169329073
2003-12-22,16.56050955414013
2003-12-23,17.51592356687898
2003-12-24,12.101910828025478
2003-12-26,13.375796178343949
2003-12-29,22.29299363057325
2003-12-30,18.471337579617835
2003-12-31,17.515923566878982
2004-01-02,13.694267515923565
2004-01-05,15.605095541401273
2004-01-06,16.24203821656051
2004-01-07,20.063694267515928
2004-01-08,21.974522292993633
2004-01-09,15.605095541401273
2004-01-12,19.745222929936308
2004-01-13,15.605095541401273
2004-01-14,18.78980891719745
2004-01-15,17.51592356687898
2004-01-16,23.56687898089172
2004-01-20,20.382165605095544
2004-01-21,24.522292993630572
2004-01-22,19.745222929936308
2004-01-23,18.47133757961784
2004-01-26,22.929936305732483
2004-01-27,16.24203821656051
2004-01-28,10.828025477707007
2004-01-29,11.146496815286625
2004-01-30,11.146496815286625
2004-02-02,12.420382165605096
2004-02-03,9.872611464968152
2004-02-04,4.140127388535031
2004-02-05,5.095541401273885
2004-02-06,12.420382165605094
2004-02-09,9.23566878980892
2004-02-10,11.464968152866243
2004-02-11,19.10828025477707
2004-02-12,10.828025477707007
2004-02-13,7.643312101910827
2004-02-17,12.101910828025478
2004-02-18,9.872611464968154
2004-02-19,7.643312101910827
2004-02-20,4.777070063694268
2004-02-23,3.1847133757961785
2004-02-24,2.8662420382165603
2004-02-25,4.45859872611465
2004-02-26,6.666666666666668
2004-02-27,8.88888888888889
2004-03-01,16.507936507936506
2004-03-02,10.476190476190476
2004-03-03,10.476190476190474
2004-03-04,11.11111111111111
2004-03-05,14.920634920634921
2004-03-08,10.793650793650793
2004-03-09,6.349206349206348
2004-03-10,-1.904761904761905
2004-03-11,-6.984126984126983
2004-03-12,-1.26984126984127
2004-03-15,-4.1269841269841265
2004-03-16,-2.8571428571428568
2004-03-17,-0.6349206349206351
2004-03-18,-0.31746031746031744
2004-03-19,-1.5873015873015872
2004-03-22,-5.079365079365079
2004-03-23,-4.444444444444445
2004-03-24,-4.444444444444445
2004-03-25,0.9523809523809524
2004-03-26,-0.31746031746031733
2004-03-29,1.26984126984127
2004-03-30,4.444444444444445
2004-03-31,5.714285714285714
2004-04-01,6.349206349206349
2004-04-02,8.253968253968253
2004-04-05,10.476190476190476
2004-04-06,8.571428571428571
2004-04-07,5.714285714285714
2004-04-08,3.492063492063492
2004-04-12,4.444444444444445
2004-04-13,-0.9523809523809526
2004-04-14,-4.761904761904762
2004-04-15,0.31746031746031766
2004-04-16,4.761904761904762
2004-04-19,4.761904761904762
2004-04-20,-1.587301587301587
2004-04-21,0.6349206349206353
2004-04-22,8.253968253968255
2004-04-23,5.714285714285714
2004-04-26,3.8095238095238098
2004-04-27,3.174603174603175
2004-04-28,-2.2222222222222223
2004-04-29,-4.761904761904762
2004-04-30,-8.253968253968253
2004-05-03,-4.444444444444445
2004-05-04,-0.3174603174603168
2004-05-05,-0.6349206349206353
2004-05-06,-1.2698412698412698
2004-05-07,-10.158730158730158
2004-05-10,-16.825396825396822
2004-05-11,-8.253968253968255
2004-05-12,-7.619047619047619
2004-05-13,-6.984126984126984
2004-05-14,-4.761904761904762
2004-05-17,-7.619047619047619
2004-05-18,-3.8095238095238093
2004-05-19,-4.444444444444445
2004-05-20,-4.444444444444445
2004-05-21,-2.857142857142857
2004-05-24,-2.857142857142857
2004-05-25,0.6349206349206351
2004-05-26,3.4920634920634916
2004-05-27,4.1269841269841265
2004-05-28,2.2222222222222223
2004-06-01,3.492063492063492
2004-06-02,4.444444444444445
2004-06-03,2.2222222222222223
2004-06-04,3.1746031746031744
2004-06-07,7.936507936507936
2004-06-08,9.841269841269842
2004-06-09,3.492063492063492
2004-06-10,3.8095238095238093
2004-06-14,1.9047619047619049
2004-06-15,3.174603174603175
2004-06-16,4.1269841269841265
2004-06-17,4.444444444444445
2004-06-18,5.07936507936508
2004-06-21,5.714285714285714
2004-06-22,6.984126984126983
2004-06-23,11.428571428571429
2004-06-24,8.253968253968255
2004-06-25,10.158730158730158
2004-06-28,9.523809523809526
2004-06-29,8.571428571428573
2004-06-30,11.11111111111111
2004-07-01,2.848101265822785
2004-07-02,1.2658227848101262
2004-07-06,-1.2658227848101267
2004-07-07,-1.5822784810126587
2004-07-08,-5.69620253164557
2004-07-09,-4.113924050632912
2004-07-12,-3.79746835443038
2004-07-13,-2.5316455696202524
2004-07-14,-4.416403785488959
2004-07-15,-5.678233438485805
2004-07-16,-9.463722397476339
2004-07-19,-9.779179810725552
2004-07-20,0.31545741324921117
2004-07-21,-10.094637223974765
2004-07-22,-7.886435331230284
2004-07-23,-11.987381703470032
2004-07-26,-12.618296529968454
2004-07-27,-5.047318611987382
2004-07-28,-6.624605678233438
2004-07-29,-3.4700315457413247
2004-07-30,-1.8927444794952684
2004-08-02,1.5772870662460572
2004-08-03,-1.8927444794952688
2004-08-04,-1.2618296529968451
2004-08-05,-8.517350157728707
2004-08-06,-11.67192429022082
2004-08-09,-11.041009463722398
2004-08-10,-5.047318611987381
2004-08-11,-4.416403785488959
2004-08-12,-7.570977917981073
2004-08-13,-9.14826498422713
2004-08-16,-3.470031545741325
2004-08-17,-2.5236593059936907
2004-08-18,0.9463722397476341
2004-08-19,-0.6309148264984227
2004-08-20,0.9463722397476342
2004-08-23,0.3154574132492114
2004-08-24,0.6309148264984228
2004-08-25,1.8927444794952684
2004-08-26,0.6309148264984228
2004-08-27,0.6309148264984228
2004-08-30,-0.3154574132492114
2004-08-31,1.8927444794952681
2004-09-01,3.4700315457413247
2004-09-02,8.832807570977918
2004-09-03,8.832807570977918
2004-09-07,13.564668769716091
2004-09-08,5.047318611987381
2004-09-09,4.075235109717869
2004-09-10,8.150470219435736
2004-09-13,8.77742946708464
2004-09-14,9.09090909090909
2004-09-15,5.329153605015673
2004-09-16,7.836990595611287
2004-09-17,8.463949843260188
2004-09-20,8.150470219435737
2004-09-21,10.971786833855798
2004-09-22,3.4482758620689657
2004-09-23,1.8808777429467085
2004-09-24,4.075235109717868
2004-09-27,0.3134796238244517
2004-09-28,5.015673981191222
2004-09-29,3.4482758620689657
2004-09-30,7.523510971786834
2004-10-01,13.479623824451409
2004-10-04,13.793103448275861
2004-10-05,11.28526645768025
2004-10-06,15.67398119122257
2004-10-07,8.463949843260188
2004-10-08,4.70219435736677
2004-10-11,4.38871473354232
2004-10-12,4.38871473354232
2004-10-13,0.31347962382445127
2004-10-14,-1.5673981191222568
2004-10-15,1.253918495297805
2004-10-18,3.4482758620689644
2004-10-19,-2.1943573667711602
2004-10-20,-1.8808777429467085
2004-10-21,3.1347962382445145
2004-10-22,-1.253918495297805
2004-10-25,-0.9404388714733543
2004-10-26,5.329153605015673
2004-10-27,11.912225705329153
2004-10-28,13.793103448275861
2004-10-29,14.733542319749215
2004-11-01,15.360501567398117
2004-11-02,13.47962382445141
2004-11-03,21.630094043887148
2004-11-04,31.661442006269592
2004-11-05,29.780564263322884
2004-11-08,26.959247648902817
2004-11-09,24.451410658307207
2004-11-10,27.27272727272727
2004-11-11,32.60188087774295
2004-11-12,40.125391849529784
2004-11-15,35.10971786833856
2004-11-16,21.316614420062695
2004-11-17,22.25705329153605
2004-11-18,21.630094043887148
2004-11-19,7.836990595611286
2004-11-22,11.598746081504702
2004-11-23,11.598746081504702
2004-11-24,16.30094043887147
2004-11-26,14.420062695924765
2004-11-29,11.912225705329154
2004-11-30,9.404388714733543
2004-12-01,20.689655172413794
2004-12-02,18.80877742946708
2004-12-03,19.435736677115987
2004-12-06,16.614420062695924
2004-12-07,3.761755485893417
2004-12-08,5.642633228840125
2004-12-09,8.463949843260188
2004-12-10,9.375
2004-12-13,12.499999999999998
2004-12-14,17.5
2004-12-15,16.25
2004-12-16,14.999999999999998
2004-12-17,11.5625
2004-12-20,10.3125
2004-12-21,14.375
2004-12-22,16.5625
2004-12-23,16.25
2004-12-27,10.0
2004-12-28,16.25
2004-12-29,14.6875
2004-12-30,15.625
2004-12-31,14.375
2005-01-03,2.8125
2005-01-04,-1.875
2005-01-05,-1.557632398753894
2005-01-06,-0.9345794392523363
2005-01-07,-2.1806853582554515
2005-01-10,0.31152647975077885
2005-01-11,-2.49221183800623
2005-01-12,-3.426791277258567
2005-01-13,-5.295950155763239
2005-01-14,-2.180685358255452
2005-01-18,0.0
2005-01-19,-3.1152647975077885
2005-01-20,-6.230529595015575
2005-01-21,-6.853582554517134
2005-01-24,-10.59190031152648
2005-01-25,-8.09968847352025
2005-01-26,-3.426791277258567
2005-01-27,-2.180685358255452
2005-01-28,-4.984423676012461
2005-01-31,3.7383177570093458
2005-02-01,6.230529595015576
2005-02-02,9.034267912772586
2005-02-03,6.230529595015577
2005-02-04,14.018691588785044
2005-02-07,11.214953271028037
2005-02-08,9.034267912772584
2005-02-09,4.672897196261681
2005-02-10,7.4766355140186915
2005-02-11,12.149532710280372
2005-02-14,12.149532710280372
2005-02-15,9.345794392523365
2005-02-16,10.59190031152648
2005-02-17,5.29595015576324
2005-02-18,5.29595015576324
2005-02-22,-1.5576323987538938
2005-02-23,-1.2461059190031154
2005-02-24,2.803738317757009
2005-02-25,8.09968847352025
2005-02-28,3.7383177570093458
2005-03-01,4.361370716510903
2005-03-02,4.984423676012462
2005-03-03,6.230529595015575
2005-03-04,9.657320872274143
2005-03-07,9.657320872274143
2005-03-08,7.165109034267912
2005-03-09,1.557632398753894
2005-03-10,1.8691588785046729
2005-03-11,0.31152647975077885
2005-03-14,1.8691588785046729
2005-03-15,0.6230529595015577
2005-03-16,-1.8691588785046729
2005-03-17,-0.6230529595015577
2005-03-18,-3.1152647975077876
2005-03-21,-3.426791277258567
2005-03-22,-7.4766355140186915
2005-03-23,-4.672897196261682
2005-03-24,-5.919003115264797
2005-03-28,-3.426791277258567
2005-03-29,-6.853582554517134
2005-03-30,-1.557632398753894
2005-03-31,-1.557632398753894
2005-04-01,-2.49221183800623
2005-04-04,-2.49221183800623
2005-04-05,-1.8691588785046724
2005-04-06,-0.31152647975077885
2005-04-07,2.4922118380062304
2005-04-08,0.0
2005-04-11,-3.115264797507788
2005-04-12,1.2461059190031152
2005-04-13,-1.8691588785046727
2005-04-14,-9.657320872274143
2005-04-15,-23.364485981308412
2005-04-18,-14.330218068535824
2005-04-19,-6.5420560747663545
2005-04-20,-12.77258566978193
2005-04-21,-3.1152647975077876
2005-04-22,-3.426791277258567
2005-04-25,-0.9345794392523361
2005-04-26,-2.4922118380062304
2005-04-27,-0.9345794392523366
2005-04-28,-3.7383177570093453
2005-04-29,-1.2461059190031154
2005-05-02,-0.6230529595015581
2005-05-03,-0.31152647975077885
2005-05-04,5.295950155763239
2005-05-05,5.295950155763239
2005-05-06,2.492211838006231
2005-05-09,6.5420560747663545
2005-05-10,2.8037383177570097
2005-05-11,6.5420560747663545
2005-05-12,2.803738317757009
2005-05-13,-0.6230529595015581
2005-05-16,2.803738317757009
2005-05-17,5.607476635514018
2005-05-18,9.345794392523363
2005-05-19,10.2803738317757
2005-05-20,9.968847352024923
2005-05-23,11.214953271028039
2005-05-24,9.034267912772586
2005-05-25,4.984423676012462
2005-05-26,8.09968847352025
2005-05-27,6.853582554517133
2005-05-31,6.230529595015576
2005-06-01,8.722741433021806
2005-06-02,12.77258566978193
2005-06-03,6.853582554517134
2005-06-06,9.968847352024921
2005-06-07,9.968847352024921
2005-06-08,5.29595015576324
2005-06-09,11.214953271028039
2005-06-10,8.09968847352025
2005-06-13,11.214953271028037
2005-06-14,13.395638629283487
2005-06-15,15.576323987538942
2005-06-16,16.822429906542055
2005-06-17,19.937694704049843
2005-06-20,16.1993769470405
2005-06-21,11.526479750778817
2005-06-22,11.838006230529595
2005-06-23,5.919003115264797
2005-06-24,1.8691588785046722
2005-06-27,0.6230529595015577
2005-06-28,6.853582554517134
2005-06-29,6.5420560747663545
2005-06-30,5.607476635514018
2005-07-01,8.09968847352025
2005-07-05,14.641744548286603
2005-07-06,5.607476635514018
2005-07-07,5.295950155763239
2005-07-08,16.822429906542055
2005-07-11,19.626168224299064
2005-07-12,19.314641744548286
2005-07-13,15.88785046728972
2005-07-14,13.084112149532709
2005-07-15,14.330218068535824
2005-07-18,11.214953271028039
2005-07-19,14.906832298136644
2005-07-20,26.39751552795031
2005-07-21,13.354037267080745
2005-07-22,13.975155279503104
2005-07-25,9.316770186335404
2005-07-26,11.801242236024844
2005-07-27,14.906832298136644
2005-07-28,22.60061919504644
2005-07-29,14.241486068111456
2005-08-01,12.693498452012383
2005-08-02,15.47987616099071
2005-08-03,15.170278637770899
2005-08-04,5.88235294117647
2005-08-05,1.2383900928792575
2005-08-08,-1.5479876160990713
2005-08-09,1.2383900928792566
2005-08-10,2.167182662538699
2005-08-11,6.191950464396285
2005-08-12,2.476780185758513
2005-08-15,4.0247678018575845
2005-08-16,-0.6191950464396287
2005-08-17,0.9287925696594428
2005-08-18,-0.6191950464396287
2005-08-19,-1.238390092879257
2005-08-22,-0.30959752321981404
2005-08-23,0.3095975232198138
2005-08-24,-0.6191950464396281
2005-08-25,-0.9287925696594428
2005-08-26,-2.476780185758514
2005-08-29,-2.1671826625387
2005-08-30,-2.476780185758514
2005-08-31,3.3950617283950613
2005-09-01,4.62962962962963
2005-09-02,3.3950617283950613
2005-09-06,8.950617283950617
2005-09-07,7.098765432098765
2005-09-08,6.17283950617284
2005-09-09,9.876543209876543
2005-09-12,9.876543209876543
2005-09-13,7.098765432098764
2005-09-14,2.7777777777777777
2005-09-15,1.2345679012345676
2005-09-16,4.320987654320987
2005-09-19,-0.30864197530864246
2005-09-20,-2.4691358024691357
2005-09-21,-8.641975308641975
2005-09-22,-4.012345679012345
2005-09-23,0.308641975308642
2005-09-26,0.308641975308642
2005-09-27,-0.925925925925926
2005-09-28,0.9259259259259256
2005-09-29,1.8518518518518512
2005-09-30,5.864197530864196
2005-10-03,9.5679012345679
2005-10-04,4.012345679012346
2005-10-05,-6.76923076923077
2005-10-06,-7.384615384615385
2005-10-07,-6.153846153846153
2005-10-10,-7.384615384615385
2005-10-11,-8.615384615384617
2005-10-12,-16.307692307692307
2005-10-13,-12.923076923076923
2005-10-14,-6.461538461538462
2005-10-17,-2.4615384615384617
2005-10-18,-7.384615384615385
2005-10-19,-3.9999999999999996
2005-10-20,-5.230769230769232
2005-10-21,-3.3846153846153846
2005-10-24,4.0
2005-10-25,1.2307692307692313
2005-10-26,1.5384615384615383
2005-10-27,-2.4615384615384612
2005-10-28,1.8461538461538458
2005-10-31,5.846153846153846
2005-11-01,4.615384615384615
2005-11-02,10.461538461538462
2005-11-03,10.769230769230768
2005-11-04,10.461538461538462
2005-11-07,12.923076923076923
2005-11-08,11.076923076923077
2005-11-09,12.307692307692308
2005-11-10,18.153846153846157
2005-11-11,20.923076923076923
2005-11-14,19.384615384615383
2005-11-15,11.384615384615385
2005-11-16,9.846153846153847
2005-11-17,17.53846153846154
2005-11-18,20.923076923076923
2005-11-21,21.53846153846154
2005-11-22,26.15384615384615
2005-11-23,24.923076923076923
2005-11-25,24.307692307692307
2005-11-28,11.076923076923077
2005-11-29,12.615384615384615
2005-11-30,6.461538461538462
2005-12-01,15.076923076923077
2005-12-02,14.461538461538462
2005-12-05,8.307692307692308
2005-12-06,9.538461538461538
2005-12-07,5.828220858895706
2005-12-08,5.214723926380368
2005-12-09,6.1349693251533735
2005-12-12,7.0552147239263805
2005-12-13,7.0552147239263805
2005-12-14,10.122699386503069
2005-12-15,6.441717791411043
2005-12-16,7.361963190184049
2005-12-19,1.8404907975460123
2005-12-20,1.2269938650306749
2005-12-21,2.4539877300613497
2005-12-22,6.441717791411043
2005-12-23,6.72782874617737
2005-12-27,3.3639143730886847
2005-12-28,3.3639143730886847
2005-12-29,1.8348623853211012
2005-12-30,-0.3058103975535169
2006-01-03,4.89296636085627
2006-01-04,5.504587155963303
2006-01-05,7.339449541284403
2006-01-06,14.373088685015292
2006-01-09,18.04281345565749
2006-01-10,18.654434250764528
2006-01-11,18.34862385321101
2006-01-12,11.28048780487805
2006-01-13,7.3170731707317085
2006-01-17,6.402439024390245
2006-01-18,5.487804878048781
2006-01-19,10.365853658536587
2006-01-20,0.6097560975609757
2006-01-23,1.524390243902439
2006-01-24,4.878048780487806
2006-01-25,4.573170731707316
2006-01-26,10.060975609756097
2006-01-27,9.451219512195122
2006-01-30,8.536585365853659
2006-01-31,10.670731707317072
2006-02-01,10.670731707317074
2006-02-02,3.6585365853658542
2006-02-03,0.9146341463414633
2006-02-06,1.8292682926829276
2006-02-07,-0.9146341463414638
2006-02-08,1.524390243902439
2006-02-09,3.353658536585366
2006-02-10,3.658536585365854
2006-02-13,0.3048780487804881
2006-02-14,4.878048780487806
2006-02-15,7.902735562310031
2006-02-16,11.55015197568389
2006-02-17,9.422492401215806
2006-02-21,6.68693009118541
2006-02-22,10.94224924012158
2006-02-23,8.206686930091184
2006-02-24,10.030395136778115
2006-02-27,10.90909090909091
2006-02-28,3.636363636363637
2006-03-01,7.575757575757576
2006-03-02,5.454545454545454
2006-03-03,5.454545454545455
2006-03-06,4.242424242424242
2006-03-07,0.3030303030303031
2006-03-08,1.818181818181818
2006-03-09,1.8181818181818181
2006-03-10,5.151515151515151
2006-03-13,4.545454545454545
2006-03-14,8.787878787878787
2006-03-15,13.93939393939394
2006-03-16,14.545454545454545
2006-03-17,16.060606060606062
2006-03-20,12.727272727272728
2006-03-21,5.151515151515151
2006-03-22,11.818181818181818
2006-03-23,9.090909090909092
2006-03-24,6.969696969696969
2006-03-27,6.969696969696971
2006-03-28,2.4242424242424243
2006-03-29,7.87878787878788
2006-03-30,7.87878787878788
2006-03-31,5.454545454545455
2006-04-03,6.363636363636363
2006-04-04,8.459214501510575
2006-04-05,9.06344410876133
2006-04-06,10.876132930513595
2006-04-07,4.531722054380665
2006-04-10,2.114803625377643
2006-04-11,-2.1148036253776437
2006-04-12,0.0
2006-04-13,-0.9063444108761334
2006-04-17,-1.510574018126888
2006-04-18,5.740181268882176
2006-04-19,9.969788519637461
2006-04-20,10.27190332326284
2006-04-21,8.761329305135952
2006-04-24,6.948640483383687
2006-04-25,5.438066465256798
2006-04-26,6.646525679758309
2006-04-27,4.5317220543806656
2006-04-28,5.740181268882175
2006-05-01,1.2084592145015112
2006-05-02,3.625377643504532
2006-05-03,5.135951661631419
2006-05-04,7.552870090634441
2006-05-05,12.990936555891238
2006-05-08,10.876132930513595
2006-05-09,10.574018126888218
2006-05-10,7.85498489425982
2006-05-11,1.5105740181268876
2006-05-12,-2.114803625377644
2006-05-15,-2.416918429003021
2006-05-16,-5.13595166163142
2006-05-17,-11.480362537764352
2006-05-18,-12.99093655589124
2006-05-19,-8.76132930513595
2006-05-22,-11.178247734138973
2006-05-23,-13.897280966767374
2006-05-24,-11.782477341389727
2006-05-25,-2.7190332326283992
2006-05-26,-0.6042296072507556
2006-05-30,-5.740181268882176
2006-05-31,-2.719033232628399
2006-06-01,0.30211480362537757
2006-06-02,1.2084592145015105
2006-06-05,-2.7190332326283992
2006-06-06,-3.9274924471299095
2006-06-07,-5.740181268882176
2006-06-08,-8.157099697885197
2006-06-09,-7.85498489425982
2006-06-12,-15.105740181268882
2006-06-13,-23.26283987915408
2006-06-14,-17.220543806646525
2006-06-15,-2.4096385542168672
2006-06-16,-2.108433734939759
2006-06-19,-4.518072289156627
2006-06-20,-4.518072289156626
2006-06-21,-0.9036144578313252
2006-06-22,-2.108433734939759
2006-06-23,-2.108433734939759
2006-06-26,-1.2048192771084338
2006-06-27,-3.91566265060241
2006-06-28,-3.313253012048193
2006-06-29,0.9036144578313252
2006-06-30,1.5060240963855425
2006-07-03,3.9156626506024095
2006-07-05,1.5060240963855427
2006-07-06,2.710843373493976
2006-07-07,0.0
2006-07-10,2.4096385542168672
2006-07-11,3.0120481927710845
2006-07-12,-2.4096385542168672
2006-07-13,-6.325301204819278
2006-07-14,-10.542168674698797
2006-07-17,-9.63855421686747
2006-07-18,-9.638554216867469
2006-07-19,0.3012048192771086
2006-07-20,-0.9036144578313254
2006-07-21,-4.216867469879518
2006-07-24,2.4096385542168677
2006-07-25,3.0120481927710845
2006-07-26,3.0120481927710845
2006-07-27,1.5060240963855422
2006-07-28,6.927710843373493
2006-07-31,5.120481927710844
2006-08-01,3.012048192771084
2006-08-02,3.9156626506024086
2006-08-03,4.8192771084337345
2006-08-04,4.8192771084337345
2006-08-07,0.9036144578313254
2006-08-08,0.30120481927710907
2006-08-09,-2.4096385542168672
2006-08-10,0.0
2006-08-11,-1.8072289156626509
2006-08-14,0.9036144578313254
2006-08-15,4.518072289156627
2006-08-16,7.228915662650602
2006-08-17,7.530120481927711
2006-08-18,9.036144578313253
2006-08-21,5.72289156626506
2006-08-22,6.024096385542169
2006-08-23,2.1084337349397595
2006-08-24,3.313253012048193
2006-08-25,2.7108433734939763
2006-08-28,6.927710843373493
