Date,SPY,Composite,Threshold
2014-09-25,161.28921508789062,2.0,5
2014-09-26,162.5707244873047,3.0,5
2014-09-29,162.2749481201172,3.0,5
2014-09-30,161.8478240966797,2.0,5
2014-10-01,159.6544647216797,2.0,5
2014-10-02,159.6791229248047,2.0,5
2014-10-03,161.43710327148438,2.0,5
2014-10-06,161.24810791015625,2.0,5
2014-10-07,158.75901794433594,2.0,5
2014-10-08,161.53561401367188,2.0,5
2014-10-09,158.33187866210938,2.0,5
2014-10-10,156.52456665039062,2.0,5
2014-10-13,153.9534149169922,2.0,5
2014-10-14,154.1916046142578,2.0,5
2014-10-15,153.1483154296875,2.0,5
2014-10-16,153.01695251464844,3.0,5
2014-10-17,154.82415771484375,2.0,5
2014-10-20,156.3274383544922,3.0,5
2014-10-21,159.42446899414062,2.0,5
2014-10-22,158.2908172607422,3.0,5
2014-10-23,160.13088989257812,3.0,5
2014-10-24,161.36314392089844,4.0,5
2014-10-27,161.14132690429688,3.0,5
2014-10-28,162.9896697998047,7.0,5
2014-10-29,162.74327087402344,7.0,5
2014-10-30,163.78651428222656,7.0,5
2014-10-31,165.6595001220703,7.0,5
2014-11-03,165.74986267089844,8.0,5
2014-11-04,165.17478942871094,7.0,5
2014-11-05,166.21810913085938,8.0,5
2014-11-06,166.8834991455078,8.0,5
2014-11-07,167.03955078125,8.0,5
2014-11-10,167.56524658203125,8.0,5
2014-11-11,167.72959899902344,8.0,5
2014-11-12,167.54885864257812,8.0,5
2014-11-13,167.73780822753906,8.0,5
2014-11-14,167.77891540527344,7.0,5
2014-11-17,167.88565063476562,6.0,5
2014-11-18,168.85498046875,6.0,5
2014-11-19,168.58387756347656,7.0,5
2014-11-20,168.8797149658203,6.0,5
2014-11-21,169.7833251953125,7.0,5
2014-11-24,170.25973510742188,8.0,5
2014-11-25,170.1365203857422,8.0,5
2014-11-26,170.5718994140625,8.0,5
2014-11-28,170.21046447753906,6.0,5
2014-12-01,169.0275115966797,5.0,5
2014-12-02,170.12014770507812,6.0,5
2014-12-03,170.77731323242188,5.0,5
2014-12-04,170.58834838867188,5.0,5
2014-12-05,170.86761474609375,6.0,5
2014-12-08,169.7257537841797,5.0,5
2014-12-09,169.6107940673828,6.0,5
2014-12-10,166.8916473388672,4.0,5
2014-12-11,167.73780822753906,5.0,5
2014-12-12,165.0269317626953,4.0,5
2014-12-15,163.89324951171875,4.0,5
2014-12-16,162.57888793945312,4.0,5
2014-12-17,165.76622009277344,5.0,5
2014-12-18,169.865478515625,6.0,5
2014-12-19,170.5881805419922,6.0,5
2014-12-22,171.37290954589844,7.0,5
2014-12-23,171.60418701171875,7.0,5
2014-12-24,171.62071228027344,7.0,5
2014-12-26,172.17417907714844,7.0,5
2014-12-29,172.4053955078125,7.0,5
2014-12-30,171.4803009033203,5.0,5
2014-12-31,169.77867126464844,5.0,5
2015-01-02,169.68785095214844,5.0,5
2015-01-05,166.62335205078125,3.0,5
2015-01-06,165.0538787841797,3.0,5
2015-01-07,167.1107177734375,3.0,5
2015-01-08,170.07608032226562,5.0,5
2015-01-09,168.71315002441406,5.0,5
2015-01-12,167.39149475097656,3.0,5
2015-01-13,166.92066955566406,4.0,5
2015-01-14,165.9129180908203,4.0,5
2015-01-15,164.39312744140625,4.0,5
2015-01-16,166.54901123046875,4.0,5
2015-01-20,166.90414428710938,3.0,5
2015-01-21,167.74673461914062,2.0,5
2015-01-22,170.24130249023438,4.0,5
2015-01-23,169.3079071044922,4.0,5
2015-01-26,169.70436096191406,5.0,5
2015-01-27,167.46588134765625,3.0,5
2015-01-28,165.3182373046875,3.0,5
2015-01-29,166.8463897705078,3.0,5
2015-01-30,164.7483367919922,3.0,5
2015-02-02,166.7885284423828,3.0,5
2015-02-03,169.2004852294922,5.0,5
2015-02-04,168.55621337890625,5.0,5
2015-02-05,170.25782775878906,6.0,5
2015-02-06,169.78695678710938,6.0,5
2015-02-09,169.0270233154297,6.0,5
2015-02-10,170.82774353027344,8.0,5
2015-02-11,170.92684936523438,9.0,5
2015-02-12,172.5706329345703,9.0,5
2015-02-13,173.281005859375,9.0,5
2015-02-17,173.55361938476562,9.0,5
2015-02-18,173.57017517089844,9.0,5
2015-02-19,173.4461669921875,9.0,5
2015-02-20,174.48699951171875,9.0,5
2015-02-23,174.46221923828125,9.0,5
2015-02-24,174.95779418945312,9.0,5
2015-02-25,174.80914306640625,9.0,5
2015-02-26,174.60263061523438,9.0,5
2015-02-27,174.00791931152344,9.0,5
2015-03-02,175.10653686523438,9.0,5
2015-03-03,174.38784790039062,9.0,5
2015-03-04,173.65269470214844,9.0,5
2015-03-05,173.8427276611328,9.0,5
2015-03-06,171.397705078125,9.0,5
2015-03-09,172.1080780029297,9.0,5
2015-03-10,169.31614685058594,8.0,5
2015-03-11,168.91966247558594,7.0,5
2015-03-12,171.06732177734375,9.0,5
2015-03-13,170.0182647705078,7.0,5
2015-03-16,172.2897491455078,8.0,5
2015-03-17,171.7776641845703,8.0,5
2015-03-18,173.8427276611328,8.0,5
2015-03-19,173.0496826171875,7.0,5
2015-03-20,174.57723999023438,8.0,5
2015-03-23,174.23703002929688,7.0,5
2015-03-24,173.25791931152344,7.0,5
2015-03-25,170.71908569335938,6.0,5
2015-03-26,170.31253051757812,7.0,5
2015-03-27,170.7025146484375,7.0,5
2015-03-30,172.7851104736328,8.0,5
2015-03-31,171.2749786376953,6.0,5
2015-04-01,170.66932678222656,6.0,5
2015-04-02,171.28330993652344,6.0,5
2015-04-06,172.43658447265625,7.0,5
2015-04-07,171.980224609375,7.0,5
2015-04-08,172.56100463867188,9.0,5
2015-04-09,173.3243408203125,9.0,5
2015-04-10,174.27023315429688,8.0,5
2015-04-13,173.48196411132812,9.0,5
2015-04-14,173.8139190673828,9.0,5
2015-04-15,174.59384155273438,8.0,5
2015-04-16,174.54400634765625,8.0,5
2015-04-17,172.53610229492188,5.0,5
2015-04-20,174.1125946044922,7.0,5
2015-04-21,173.90518188476562,7.0,5
2015-04-22,174.75970458984375,9.0,5
2015-04-23,175.19943237304688,8.0,5
2015-04-24,175.6060333251953,9.0,5
2015-04-27,174.8759002685547,7.0,5
2015-04-28,175.43182373046875,7.0,5
2015-04-29,174.7099609375,7.0,5
2015-04-30,172.9593048095703,6.0,5
2015-05-01,174.8344268798828,8.0,5
2015-05-04,175.3321990966797,8.0,5
2015-05-05,173.3243408203125,6.0,5
2015-05-06,172.6107940673828,5.0,5
2015-05-07,173.29949951171875,6.0,5
2015-05-08,175.58116149902344,8.0,5
2015-05-11,174.7431640625,8.0,5
2015-05-12,174.22039794921875,7.0,5
2015-05-13,174.25360107421875,6.0,5
2015-05-14,176.07061767578125,7.0,5
2015-05-15,176.26148986816406,7.0,5
2015-05-18,176.80908203125,7.0,5
2015-05-19,176.75099182128906,6.0,5
2015-05-20,176.62655639648438,7.0,5
2015-05-21,177.1409454345703,7.0,5
2015-05-22,176.7178497314453,7.0,5
2015-05-26,174.8178253173828,6.0,5
2015-05-27,176.47718811035156,8.0,5
2015-05-28,176.278076171875,7.0,5
2015-05-29,175.18289184570312,6.0,5
2015-06-01,175.53961181640625,6.0,5
2015-06-02,175.3654022216797,7.0,5
2015-06-03,175.830078125,7.0,5
2015-06-04,174.34495544433594,7.0,5
2015-06-05,174.04615783691406,7.0,5
2015-06-08,172.97589111328125,6.0,5
2015-06-09,172.9510040283203,5.0,5
2015-06-10,175.0252227783203,9.0,5
2015-06-11,175.58944702148438,8.0,5
2015-06-12,174.245361328125,5.0,5
2015-06-15,173.4986114501953,5.0,5
2015-06-16,174.4444122314453,5.0,5
2015-06-17,174.72654724121094,5.0,5
2015-06-18,176.54359436035156,6.0,5
2015-06-19,175.75990295410156,5.0,5
2015-06-22,176.6603240966797,7.0,5
2015-06-23,176.78538513183594,8.0,5
2015-06-24,175.50135803222656,7.0,5
2015-06-25,174.96783447265625,5.0,5
2015-06-26,174.9344940185547,5.0,5
2015-06-29,171.26602172851562,3.0,5
2015-06-30,171.6245880126953,4.0,5
2015-07-01,173.00022888183594,5.0,5
2015-07-02,172.841796875,5.0,5
2015-07-06,172.3498992919922,4.0,5
2015-07-07,173.43377685546875,5.0,5
2015-07-08,170.5240020751953,4.0,5
2015-07-09,170.83250427246094,4.0,5
2015-07-10,172.98358154296875,5.0,5
2015-07-13,174.89276123046875,8.0,5
2015-07-14,175.65147399902344,8.0,5
2015-07-15,175.59312438964844,8.0,5
2015-07-16,177.00218200683594,8.0,5
2015-07-17,177.15225219726562,6.0,5
2015-07-20,177.2439727783203,6.0,5
2015-07-21,176.5435791015625,5.0,5
2015-07-22,176.2267608642578,5.0,5
2015-07-23,175.23460388183594,5.0,5
2015-07-24,173.4170684814453,4.0,5
2015-07-27,172.40826416015625,3.0,5
2015-07-28,174.52593994140625,5.0,5
2015-07-29,175.72653198242188,6.0,5
2015-07-30,175.76821899414062,6.0,5
2015-07-31,175.50135803222656,6.0,5
2015-08-03,174.909423828125,6.0,5
2015-08-04,174.56765747070312,5.0,5
2015-08-05,175.1429443359375,6.0,5
2015-08-06,173.70895385742188,5.0,5
2015-08-07,173.3753662109375,5.0,5
2015-08-10,175.55979919433594,6.0,5
2015-08-11,173.97567749023438,4.0,5
2015-08-12,174.1841278076172,4.0,5
2015-08-13,173.96734619140625,4.0,5
2015-08-14,174.6009979248047,5.0,5
2015-08-17,175.57643127441406,5.0,5
2015-08-18,175.06787109375,5.0,5
2015-08-19,173.6839141845703,3.0,5
2015-08-20,170.05709838867188,0.0,5
2015-08-21,164.93798828125,0.0,5
2015-08-24,157.992919921875,0.0,5
2015-08-25,156.1336669921875,0.0,5
2015-08-26,162.12831115722656,1.0,5
2015-08-27,166.1385955810547,1.0,5
2015-08-28,166.1468963623047,0.0,5
2015-08-31,164.8046112060547,0.0,5
2015-09-01,159.8855743408203,0.0,5
2015-09-02,162.92034912109375,0.0,5
2015-09-03,163.0370635986328,1.0,5
2015-09-04,160.56918334960938,2.0,5
2015-09-08,164.60450744628906,1.0,5
2015-09-09,162.40342712402344,2.0,5
2015-09-10,163.2872314453125,2.0,5
2015-09-11,164.02920532226562,2.0,5
2015-09-14,163.4205780029297,2.0,5
2015-09-15,165.46322631835938,3.0,5
2015-09-16,166.8972625732422,2.0,5
2015-09-17,166.52207946777344,1.0,5
2015-09-18,163.80087280273438,1.0,5
2015-09-21,164.64732360839844,1.0,5
2015-09-22,162.51023864746094,2.0,5
2015-09-23,162.25045776367188,2.0,5
2015-09-24,161.66378784179688,1.0,5
2015-09-25,161.6218719482422,0.0,5
2015-09-28,157.56558227539062,0.0,5
2015-09-29,157.65782165527344,0.0,5
2015-09-30,160.59942626953125,2.0,5
2015-10-01,161.01846313476562,1.0,5
2015-10-02,163.42373657226562,1.0,5
2015-10-05,166.33184814453125,2.0,5
2015-10-06,165.76193237304688,3.0,5
2015-10-07,167.11965942382812,4.0,5
2015-10-08,168.62820434570312,4.0,5
2015-10-09,168.72872924804688,4.0,5
2015-10-12,168.887939453125,4.0,5
2015-10-13,167.82363891601562,3.0,5
2015-10-14,167.01907348632812,4.0,5
2015-10-15,169.58355712890625,4.0,5
2015-10-16,170.35455322265625,4.0,5
2015-10-19,170.43836975097656,3.0,5
2015-10-20,170.220458984375,3.0,5
2015-10-21,169.16453552246094,3.0,5
2015-10-22,172.0223388671875,4.0,5
2015-10-23,173.90802001953125,4.0,5
2015-10-26,173.48057556152344,4.0,5
2015-10-27,173.1453399658203,4.0,5
2015-10-28,175.1147918701172,5.0,5
2015-10-29,175.0142059326172,6.0,5
2015-10-30,174.25999450683594,6.0,5
2015-11-02,176.32159423828125,7.0,5
2015-11-03,176.83290100097656,8.0,5
2015-11-04,176.29647827148438,8.0,5
2015-11-05,176.12054443359375,8.0,5
2015-11-06,176.02830505371094,8.0,5
2015-11-09,174.38571166992188,8.0,5
2015-11-10,174.7880096435547,8.0,5
2015-11-11,174.10072326660156,5.0,5
2015-11-12,171.6703643798828,4.0,5
2015-11-13,169.74276733398438,2.0,5
2015-11-16,172.32403564453125,5.0,5
2015-11-17,172.1982879638672,5.0,5
2015-11-18,174.93040466308594,5.0,5
2015-11-19,174.7796173095703,5.0,5
2015-11-20,175.41650390625,6.0,5
2015-11-23,175.2153778076172,5.0,5
2015-11-24,175.45004272460938,5.0,5
2015-11-25,175.42486572265625,7.0,5
2015-11-27,175.62608337402344,7.0,5
2015-11-30,174.8968963623047,6.0,5
2015-12-01,176.5646514892578,8.0,5
2015-12-02,174.76278686523438,6.0,5
2015-12-03,172.315673828125,4.0,5
2015-12-04,175.67636108398438,5.0,5
2015-12-07,174.61203002929688,5.0,5
2015-12-08,173.43869018554688,3.0,5
2015-12-09,172.08937072753906,3.0,5
2015-12-10,172.53355407714844,3.0,5
2015-12-11,169.18966674804688,1.0,5
2015-12-14,170.04444885253906,2.0,5
2015-12-15,171.82958984375,1.0,5
2015-12-16,174.3437957763672,4.0,5
2015-12-17,171.6870880126953,1.0,5
2015-12-18,168.62852478027344,1.0,5
2015-12-21,170.01954650878906,1.0,5
2015-12-22,171.56234741210938,2.0,5
2015-12-23,173.6868438720703,4.0,5
2015-12-24,173.4002227783203,4.0,5
2015-12-28,173.00396728515625,3.0,5
2015-12-29,174.85025024414062,5.0,5
2015-12-30,173.61097717285156,4.0,5
2015-12-31,171.87428283691406,1.0,5
2016-01-04,169.4714813232422,1.0,5
2016-01-05,169.75820922851562,1.0,5
2016-01-06,167.61680603027344,0.0,5
2016-01-07,163.59544372558594,0.0,5
2016-01-08,161.79974365234375,0.0,5
2016-01-11,161.95989990234375,0.0,5
2016-01-12,163.26663208007812,0.0,5
2016-01-13,159.1947021484375,0.0,5
2016-01-14,161.80816650390625,1.0,5
2016-01-15,158.3347625732422,0.0,5
2016-01-19,158.54551696777344,0.0,5
2016-01-20,156.51377868652344,0.0,5
2016-01-21,157.39053344726562,0.0,5
2016-01-22,160.61949157714844,0.0,5
2016-01-25,158.19146728515625,0.0,5
2016-01-26,160.34967041015625,0.0,5
2016-01-27,158.60450744628906,0.0,5
2016-01-28,159.43075561523438,0.0,5
2016-01-29,163.3171844482422,0.0,5
2016-02-01,163.25819396972656,0.0,5
2016-02-02,160.31593322753906,0.0,5
2016-02-03,161.2770233154297,0.0,5
2016-02-04,161.5299072265625,0.0,5
2016-02-05,158.45278930664062,0.0,5
2016-02-08,156.31985473632812,0.0,5
2016-02-09,156.3282928466797,0.0,5
2016-02-10,156.19338989257812,0.0,5
2016-02-11,154.16163635253906,0.0,5
2016-02-12,157.33998107910156,0.0,5
2016-02-16,159.99554443359375,1.0,5
2016-02-17,162.6090850830078,1.0,5
2016-02-18,161.9429931640625,1.0,5
2016-02-19,161.8671875,1.0,5
2016-02-22,164.21084594726562,2.0,5
2016-02-23,162.13690185546875,1.0,5
2016-02-24,162.87881469726562,2.0,5
2016-02-25,164.8515625,4.0,5
2016-02-26,164.47222900390625,5.0,5
2016-02-29,163.18234252929688,1.0,5
2016-03-01,167.01829528808594,5.0,5
2016-03-02,167.76858520507812,6.0,5
2016-03-03,168.42611694335938,7.0,5
2016-03-04,168.97413635253906,7.0,5
2016-03-07,169.10903930664062,7.0,5
2016-03-08,167.2627716064453,7.0,5
2016-03-09,168.08892822265625,7.0,5
2016-03-10,168.2238006591797,6.0,5
2016-03-11,170.93844604492188,8.0,5
2016-03-14,170.71929931640625,8.0,5
2016-03-15,170.44105529785156,7.0,5
2016-03-16,171.42745971679688,7.0,5
2016-03-17,172.5150146484375,8.0,5
2016-03-18,173.1929168701172,8.0,5
2016-03-21,173.43865966796875,8.0,5
2016-03-22,173.345458984375,8.0,5
2016-03-23,172.201416015625,7.0,5
2016-03-24,172.12521362304688,7.0,5
2016-03-28,172.2268829345703,6.0,5
2016-03-29,173.81997680664062,7.0,5
2016-03-30,174.5826873779297,8.0,5
2016-03-31,174.15895080566406,7.0,5
2016-04-01,175.34532165527344,7.0,5
2016-04-04,174.77755737304688,7.0,5
2016-04-05,173.03189086914062,7.0,5
2016-04-06,174.9215850830078,7.0,5
2016-04-07,172.82852172851562,7.0,5
2016-04-08,173.29461669921875,7.0,5
2016-04-11,172.88784790039062,7.0,5
2016-04-12,174.49790954589844,8.0,5
2016-04-13,176.26046752929688,8.0,5
2016-04-14,176.26901245117188,9.0,5
2016-04-15,176.07411193847656,8.0,5
2016-04-18,177.3113250732422,9.0,5
2016-04-19,177.87060546875,8.0,5
2016-04-20,178.0400848388672,8.0,5
2016-04-21,177.08251953125,8.0,5
2016-04-22,177.08251953125,9.0,5
2016-04-25,176.77743530273438,9.0,5
2016-04-26,177.0401611328125,8.0,5
2016-04-27,177.40447998046875,8.0,5
2016-04-28,175.79443359375,8.0,5
2016-04-29,174.84536743164062,6.0,5
2016-05-02,176.23512268066406,8.0,5
2016-05-03,174.70132446289062,7.0,5
2016-05-04,173.72679138183594,4.0,5
2016-05-05,173.69288635253906,4.0,5
2016-05-06,174.32846069335938,5.0,5
2016-05-09,174.4724578857422,5.0,5
2016-05-10,176.64186096191406,7.0,5
2016-05-11,174.98941040039062,5.0,5
2016-05-12,175.04025268554688,5.0,5
2016-05-13,173.51495361328125,1.0,5
2016-05-16,175.22669982910156,5.0,5
2016-05-17,173.5911865234375,3.0,5
2016-05-18,173.64207458496094,3.0,5
2016-05-19,173.04042053222656,3.0,5
2016-05-20,174.133544921875,4.0,5
2016-05-23,173.896240234375,5.0,5
2016-05-24,176.15036010742188,8.0,5
2016-05-25,177.34521484375,8.0,5
2016-05-26,177.39602661132812,9.0,5
2016-05-27,178.15875244140625,9.0,5
2016-05-31,177.8197784423828,9.0,5
2016-06-01,178.18417358398438,9.0,5
2016-06-02,178.72647094726562,9.0,5
2016-06-03,178.1925811767578,9.0,5
2016-06-06,179.09933471679688,9.0,5
2016-06-07,179.37904357910156,9.0,5
2016-06-08,179.9636688232422,8.0,5
2016-06-09,179.7179718017578,7.0,5
2016-06-10,178.01466369628906,6.0,5
2016-06-13,176.64186096191406,5.0,5
2016-06-14,176.29444885253906,5.0,5
2016-06-15,176.04867553710938,4.0,5
2016-06-16,176.57403564453125,5.0,5
2016-06-17,175.91650390625,4.0,5
2016-06-20,177.0493927001953,5.0,5
2016-06-21,177.55198669433594,6.0,5
2016-06-22,177.2623291015625,6.0,5
2016-06-23,179.57073974609375,6.0,5
2016-06-24,173.12249755859375,2.0,5
2016-06-27,170.0218963623047,0.0,5
2016-06-28,173.08840942382812,2.0,5
2016-06-29,176.0357208251953,2.0,5
2016-06-30,178.43783569335938,5.0,5
2016-07-01,178.81268310546875,6.0,5
2016-07-05,177.52638244628906,4.0,5
2016-07-06,178.59115600585938,4.0,5
2016-07-07,178.48043823242188,4.0,5
2016-07-08,181.1381072998047,6.0,5
2016-07-11,181.77694702148438,6.0,5
2016-07-12,183.0972900390625,7.0,5
2016-07-13,183.07168579101562,7.0,5
2016-07-14,184.09385681152344,7.0,5
2016-07-15,183.8468780517578,7.0,5
2016-07-18,184.34088134765625,8.0,5
2016-07-19,184.1535186767578,7.0,5
2016-07-20,184.92013549804688,8.0,5
2016-07-21,184.22164916992188,8.0,5
2016-07-22,185.0479278564453,7.0,5
2016-07-25,184.54530334472656,7.0,5
2016-07-26,184.63047790527344,8.0,5
2016-07-27,184.43463134765625,8.0,5
2016-07-28,184.64755249023438,7.0,5
2016-07-29,184.94569396972656,7.0,5
2016-08-01,184.7923126220703,6.0,5
2016-08-02,183.60830688476562,6.0,5
2016-08-03,184.14500427246094,8.0,5
2016-08-04,184.34088134765625,8.0,5
2016-08-05,185.8485870361328,8.0,5
2016-08-08,185.73788452148438,8.0,5
2016-08-09,185.8485870361328,8.0,5
2016-08-10,185.38864135742188,8.0,5
2016-08-11,186.24899291992188,8.0,5
2016-08-12,186.08709716796875,8.0,5
2016-08-15,186.6237030029297,8.0,5
2016-08-16,185.66123962402344,8.0,5
2016-08-17,186.0104217529297,8.0,5
2016-08-18,186.42787170410156,8.0,5
2016-08-19,186.15524291992188,8.0,5
2016-08-22,186.14674377441406,8.0,5
2016-08-23,186.52151489257812,8.0,5
2016-08-24,185.56747436523438,9.0,5
2016-08-25,185.43972778320312,9.0,5
2016-08-26,185.0904998779297,9.0,5
2016-08-29,186.00196838378906,9.0,5
2016-08-30,185.69529724121094,9.0,5
2016-08-31,185.1671905517578,9.0,5
2016-09-01,185.17568969726562,9.0,5
2016-09-02,186.0104217529297,9.0,5
2016-09-06,186.5726776123047,8.0,5
2016-09-07,186.55557250976562,8.0,5
2016-09-08,186.12974548339844,9.0,5
2016-09-09,181.67474365234375,6.0,5
2016-09-12,184.28126525878906,6.0,5
2016-09-13,181.6321258544922,6.0,5
2016-09-14,181.56399536132812,6.0,5
2016-09-15,183.3783416748047,6.0,5
2016-09-16,182.66952514648438,6.0,5
2016-09-19,182.7036895751953,6.0,5
2016-09-20,182.71229553222656,6.0,5
2016-09-21,184.7670135498047,5.0,5
2016-09-22,185.93125915527344,8.0,5
2016-09-23,184.9125213623047,7.0,5
2016-09-26,183.41429138183594,5.0,5
2016-09-27,184.55294799804688,7.0,5
2016-09-28,185.468994140625,8.0,5
2016-09-29,183.79095458984375,6.0,5
2016-09-30,185.17791748046875,8.0,5
2016-10-03,184.7327117919922,6.0,5
2016-10-04,183.79095458984375,6.0,5
2016-10-05,184.6043243408203,7.0,5
2016-10-06,184.7327117919922,7.0,5
2016-10-07,184.0992431640625,7.0,5
2016-10-10,185.05804443359375,8.0,5
2016-10-11,182.72079467773438,7.0,5
2016-10-12,182.96058654785156,7.0,5
2016-10-13,182.36129760742188,5.0,5
2016-10-14,182.4554443359375,5.0,5
2016-10-17,181.82192993164062,5.0,5
2016-10-18,182.96058654785156,6.0,5
2016-10-19,183.44854736328125,5.0,5
2016-10-20,183.10614013671875,6.0,5
2016-10-21,183.19171142578125,6.0,5
2016-10-24,183.97076416015625,7.0,5
2016-10-25,183.35438537597656,6.0,5
2016-10-26,182.9862518310547,5.0,5
2016-10-27,182.49827575683594,5.0,5
2016-10-28,181.95892333984375,5.0,5
2016-10-31,181.9674530029297,5.0,5
2016-11-01,180.64903259277344,5.0,5
2016-11-02,179.561767578125,4.0,5
2016-11-03,178.73988342285156,3.0,5
2016-11-04,178.54296875,3.0,5
2016-11-07,182.48110961914062,5.0,5
2016-11-08,183.3030242919922,6.0,5
2016-11-09,185.2464141845703,8.0,5
2016-11-10,185.70870971679688,9.0,5
2016-11-11,185.28065490722656,8.0,5
2016-11-14,185.42616271972656,9.0,5
2016-11-15,186.87301635742188,9.0,5
2016-11-16,186.52195739746094,9.0,5
2016-11-17,187.48081970214844,9.0,5
2016-11-18,187.0613555908203,9.0,5
2016-11-21,188.47393798828125,9.0,5
2016-11-22,188.84210205078125,9.0,5
2016-11-23,188.94479370117188,9.0,5
2016-11-25,189.64686584472656,9.0,5
2016-11-28,188.7564697265625,9.0,5
2016-11-29,189.12457275390625,9.0,5
2016-11-30,188.6708221435547,9.0,5
2016-12-01,187.9774169921875,9.0,5
2016-12-02,188.0716094970703,9.0,5
2016-12-05,189.20169067382812,9.0,5
2016-12-06,189.80096435546875,9.0,5
2016-12-07,192.28363037109375,9.0,5
2016-12-08,192.75453186035156,9.0,5
2016-12-09,193.9188690185547,9.0,5
2016-12-12,193.6962432861328,9.0,5
2016-12-13,194.98898315429688,9.0,5
2016-12-14,193.37950134277344,9.0,5
2016-12-15,194.1757049560547,9.0,5
2016-12-16,193.79592895507812,9.0,5
2016-12-19,194.2178955078125,9.0,5
2016-12-20,194.96705627441406,9.0,5
2016-12-21,194.42457580566406,9.0,5
2016-12-22,194.08872985839844,9.0,5
2016-12-23,194.37290954589844,9.0,5
2016-12-27,194.85519409179688,9.0,5
2016-12-28,193.2447509765625,9.0,5
2016-12-29,193.2017059326172,9.0,5
2016-12-30,192.4955596923828,8.0,5
2017-01-03,193.96815490722656,9.0,5
2017-01-04,195.12216186523438,9.0,5
2017-01-05,194.96705627441406,9.0,5
2017-01-06,195.66464233398438,9.0,5
2017-01-09,195.01878356933594,9.0,5
2017-01-10,195.01878356933594,9.0,5
2017-01-11,195.56991577148438,8.0,5
2017-01-12,195.07904052734375,8.0,5
2017-01-13,195.5268096923828,8.0,5
2017-01-17,194.83790588378906,7.0,5
2017-01-18,195.2684783935547,7.0,5
2017-01-19,194.5450897216797,7.0,5
2017-01-20,195.25991821289062,7.0,5
2017-01-23,194.7517852783203,7.0,5
2017-01-24,196.00048828125,7.0,5
2017-01-25,197.69700622558594,7.0,5
2017-01-26,197.4903106689453,7.0,5
2017-01-27,197.18026733398438,7.0,5
2017-01-30,195.95742797851562,7.0,5
2017-01-31,195.94020080566406,6.0,5
2017-02-01,196.01766967773438,7.0,5
2017-02-02,196.14691162109375,6.0,5
2017-02-03,197.4989013671875,7.0,5
2017-02-06,197.14584350585938,7.0,5
2017-02-07,197.1544189453125,6.0,5
2017-02-08,197.4127960205078,6.0,5
2017-02-09,198.5840606689453,6.0,5
2017-02-10,199.36758422851562,6.0,5
2017-02-13,200.4527587890625,6.0,5
2017-02-14,201.25357055664062,7.0,5
2017-02-15,202.30418395996094,6.0,5
2017-02-16,202.13198852539062,6.0,5
2017-02-17,202.45062255859375,6.0,5
2017-02-21,203.65621948242188,6.0,5
2017-02-22,203.47535705566406,6.0,5
2017-02-23,203.61314392089844,6.0,5
2017-02-24,203.87149047851562,6.0,5
2017-02-27,204.1901397705078,5.0,5
2017-02-28,203.63897705078125,5.0,5
2017-03-01,206.48947143554688,5.0,5
2017-03-02,205.1891326904297,5.0,5
2017-03-03,205.3182830810547,6.0,5
2017-03-06,204.7068328857422,6.0,5
2017-03-07,204.09544372558594,6.0,5
2017-03-08,203.7165069580078,6.0,5
2017-03-09,203.97486877441406,6.0,5
2017-03-10,204.68963623046875,7.0,5
2017-03-13,204.7929229736328,7.0,5
2017-03-14,204.00924682617188,6.0,5
2017-03-15,205.77467346191406,5.0,5
2017-03-16,205.36990356445312,6.0,5
2017-03-17,205.00926208496094,6.0,5
2017-03-20,204.7843475341797,5.0,5
2017-03-21,202.15505981445312,3.0,5
2017-03-22,202.63076782226562,3.0,5
2017-03-23,202.41452026367188,3.0,5
2017-03-24,202.2675323486328,3.0,5
2017-03-27,202.0598907470703,3.0,5
2017-03-28,203.53028869628906,4.0,5
2017-03-29,203.72047424316406,4.0,5
2017-03-30,204.3692169189453,5.0,5
2017-03-31,203.89356994628906,4.0,5
2017-04-03,203.5389404296875,3.0,5
2017-04-04,203.6686248779297,3.0,5
2017-04-05,203.06324768066406,3.0,5
2017-04-06,203.63404846191406,3.0,5
2017-04-07,203.42649841308594,3.0,5
2017-04-10,203.5475616455078,3.0,5
2017-04-11,203.30532836914062,3.0,5
2017-04-12,202.41452026367188,2.0,5
2017-04-13,201.09988403320312,2.0,5
2017-04-17,202.881591796875,3.0,5
2017-04-18,202.276123046875,2.0,5
2017-04-19,201.90426635742188,2.0,5
2017-04-20,203.5475616455078,5.0,5
2017-04-21,202.89891052246094,4.0,5
2017-04-24,205.1303253173828,6.0,5
2017-04-25,206.32386779785156,7.0,5
2017-04-26,206.19415283203125,7.0,5
2017-04-27,206.36712646484375,7.0,5
2017-04-28,205.9174041748047,6.0,5
2017-05-01,206.43637084960938,7.0,5
2017-05-02,206.51422119140625,7.0,5
2017-05-03,206.2633514404297,7.0,5
2017-05-04,206.5055694580078,6.0,5
2017-05-05,207.31851196289062,8.0,5
2017-05-08,207.2840118408203,7.0,5
2017-05-09,207.0936737060547,7.0,5
2017-05-10,207.46556091308594,8.0,5
2017-05-11,207.0418243408203,7.0,5
2017-05-12,206.69578552246094,6.0,5
2017-05-15,207.83750915527344,7.0,5
2017-05-16,207.64720153808594,7.0,5
2017-05-17,203.96275329589844,3.0,5
2017-05-18,204.7843475341797,4.0,5
2017-05-19,206.1163330078125,5.0,5
