Date,MACD_Breadth
2008-07-07,11.138014527845035
2008-07-08,9.685230024213075
2008-07-09,10.16949152542373
2008-07-10,10.653753026634384
2008-07-11,11.138014527845035
2008-07-14,10.653753026634384
2008-07-15,11.138014527845035
2008-07-16,11.864406779661017
2008-07-17,13.559322033898304
2008-07-18,16.46489104116223
2008-07-21,21.307506053268767
2008-07-22,25.181598062954
2008-07-23,31.40096618357488
2008-07-24,32.608695652173914
2008-07-25,34.54106280193236
2008-07-28,33.81642512077295
2008-07-29,36.473429951690825
2008-07-30,40.09661835748793
2008-07-31,43.23671497584541
2008-08-01,43.71980676328502
2008-08-04,44.68599033816425
2008-08-05,48.309178743961354
2008-08-06,51.20772946859904
2008-08-07,52.89855072463768
2008-08-08,59.17874396135265
2008-08-11,64.00966183574879
2008-08-12,64.25120772946859
2008-08-13,65.21739130434783
2008-08-14,66.90821256038647
2008-08-15,69.08212560386472
2008-08-18,68.35748792270532
2008-08-19,66.90821256038647
2008-08-20,65.45893719806763
2008-08-21,64.73429951690821
2008-08-22,65.70048309178745
2008-08-25,63.28502415458937
2008-08-26,60.6280193236715
2008-08-27,59.66183574879227
2008-08-28,62.07729468599034
2008-08-29,63.04347826086957
2008-09-02,63.76811594202898
2008-09-03,61.59420289855072
2008-09-04,56.28019323671497
2008-09-05,52.17391304347826
2008-09-08,54.347826086956516
2008-09-09,50.48309178743962
2008-09-10,48.309178743961354
2008-09-11,48.309178743961354
2008-09-12,47.58454106280193
2008-09-15,42.51207729468599
2008-09-16,41.06280193236715
2008-09-17,34.54106280193236
2008-09-18,36.95652173913043
2008-09-19,40.09661835748793
2008-09-22,37.19806763285024
2008-09-23,34.05797101449276
2008-09-24,32.125603864734295
2008-09-25,31.15942028985507
2008-09-26,31.88405797101449
2008-09-29,22.705314009661837
2008-09-30,23.67149758454106
2008-10-01,21.497584541062803
2008-10-02,17.874396135265698
2008-10-03,15.217391304347828
2008-10-06,11.594202898550725
2008-10-07,7.004830917874397
2008-10-08,4.5893719806763285
2008-10-09,1.6908212560386473
2008-10-10,0.4830917874396135
2008-10-13,0.4830917874396135
2008-10-14,0.4830917874396135
2008-10-15,0.24154589371980675
2008-10-16,0.4830917874396135
2008-10-17,0.4830917874396135
2008-10-20,0.7246376811594203
2008-10-21,0.966183574879227
2008-10-22,0.7246376811594203
2008-10-23,0.7246376811594203
2008-10-24,0.7246376811594203
2008-10-27,0.7246376811594203
2008-10-28,0.966183574879227
2008-10-29,1.2077294685990339
2008-10-30,2.4154589371980677
2008-10-31,4.1062801932367154
2008-11-03,5.797101449275362
2008-11-04,9.903381642512077
2008-11-05,9.903381642512077
2008-11-06,8.937198067632849
2008-11-07,8.937198067632849
2008-11-10,9.420289855072465
2008-11-11,8.695652173913043
2008-11-12,6.038647342995169
2008-11-13,7.729468599033816
2008-11-14,8.454106280193237
2008-11-17,7.729468599033816
2008-11-18,8.212560386473431
2008-11-19,5.797101449275362
2008-11-20,2.657004830917874
2008-11-21,2.657004830917874
2008-11-24,5.314009661835748
2008-11-25,7.004830917874397
2008-11-26,9.903381642512077
2008-11-28,12.318840579710146
2008-12-01,12.318840579710146
2008-12-02,12.80193236714976
2008-12-03,14.492753623188406
2008-12-04,14.009661835748794
2008-12-05,17.632850241545896
2008-12-08,21.980676328502415
2008-12-09,24.396135265700483
2008-12-10,27.77777777777778
2008-12-11,29.227053140096622
