Date,M50_Breadth,M50_MA10
2011-02-03,93.07875894988067,91.64677804295943
2011-02-04,93.31742243436753,91.90930787589498
2011-02-07,93.7947494033413,92.19570405727924
2011-02-08,94.27207637231504,92.55369928400955
2011-02-09,94.52380952380952,92.91300147744062
2011-02-10,94.52380952380952,93.20070462552563
2011-02-11,94.76190476190476,93.51221729742016
2011-02-14,94.76190476190476,93.8237299693147
2011-02-15,94.76190476190476,94.06364359586317
2011-02-16,95.0,94.27963404932379
2011-02-17,95.23809523809523,94.49556767814525
2011-02-18,95.47619047619048,94.71144448232754
2011-02-22,95.47619047619048,94.87958858961244
2011-02-23,95.23809523809523,94.97619047619047
2011-02-24,95.47619047619048,95.07142857142857
2011-02-25,95.23809523809523,95.14285714285714
2011-02-28,95.47619047619048,95.21428571428571
2011-03-01,95.47619047619048,95.28571428571428
2011-03-02,95.47619047619048,95.35714285714286
2011-03-03,95.0,95.35714285714286
2011-03-04,94.76190476190476,95.30952380952381
2011-03-07,95.0,95.26190476190477
2011-03-08,95.0,95.21428571428571
2011-03-09,95.0,95.19047619047619
2011-03-10,95.0,95.14285714285714
2011-03-11,95.0,95.11904761904762
2011-03-14,94.76190476190476,95.04761904761905
2011-03-15,94.52380952380952,94.95238095238095
2011-03-16,94.52380952380952,94.85714285714286
2011-03-17,94.52380952380952,94.80952380952381
2011-03-18,94.04761904761905,94.73809523809523
2011-03-21,93.80952380952381,94.61904761904762
2011-03-22,93.80952380952381,94.5
2011-03-23,93.57142857142857,94.35714285714286
2011-03-24,93.57142857142857,94.21428571428571
2011-03-25,93.33333333333333,94.04761904761904
2011-03-28,93.0952380952381,93.88095238095238
2011-03-29,92.87410926365796,93.71598235493722
2011-03-30,92.87410926365796,93.55101232892207
2011-03-31,92.87410926365796,93.38604230290692
2011-04-01,92.87410926365796,93.2686913245108
2011-04-04,92.87410926365796,93.17514986992421
2011-04-05,92.87410926365796,93.08160841533763
2011-04-06,92.63657957244655,92.98812351543943
2011-04-07,92.63657957244655,92.89463861554123
2011-04-08,92.63657957244655,92.82496323945256
2011-04-11,93.11163895486936,92.82660332541568
2011-04-12,93.12796208530806,92.8519886075807
2011-04-13,92.89099526066352,92.85367720728124
2011-04-14,93.12796208530806,92.87906248944626
2011-04-15,92.89099526066352,92.88075108914681
2011-04-18,92.89099526066352,92.88243968884737
2011-04-19,92.89099526066352,92.88412828854793
2011-04-20,92.18009478672985,92.83847980997625
2011-04-21,92.41706161137441,92.81652801386903
2011-04-25,92.41706161137441,92.79457621776183
2011-04-26,91.9431279620853,92.67772511848342
2011-04-27,91.4691943127962,92.51184834123222
2011-04-28,91.48936170212765,92.37168498537865
2011-04-29,91.725768321513,92.23146560899913
2011-05-02,91.725768321513,92.11494291508409
2011-05-03,91.48936170212765,91.9747795592305
2011-05-04,91.725768321513,91.85825686531544
2011-05-05,91.48936170212765,91.78918355685522
2011-05-06,91.725768321513,91.72005422786908
2011-05-09,91.96217494089835,91.67456556082149
2011-05-10,92.19858156028369,91.70011092064132
2011-05-11,91.725768321513,91.725768321513
2011-05-12,91.725768321513,91.74940898345153
2011-05-13,91.25295508274232,91.70212765957447
2011-05-16,90.78014184397163,91.60756501182034
2011-05-17,91.25295508274232,91.5839243498818
2011-05-18,91.25295508274232,91.53664302600473
2011-05-19,91.25295508274232,91.5130023640662
2011-05-20,91.27358490566037,91.46778402248093
2011-05-23,91.27358490566037,91.39892501895713
2011-05-24,91.74528301886792,91.35359516481556
2011-05-25,91.50943396226415,91.33196172889068
2011-05-26,91.74528301886792,91.33391319862616
2011-05-27,91.27358490566037,91.33597618091798
2011-05-31,91.0377358490566,91.36173558142647
2011-06-01,91.0377358490566,91.34021365805789
2011-06-02,90.80188679245283,91.29510682902894
2011-06-03,90.80188679245283,91.25
2011-06-06,90.56603773584906,91.17924528301887
2011-06-07,90.56603773584906,91.10849056603773
2011-06-08,90.56603773584906,90.99056603773586
2011-06-09,90.56603773584906,90.89622641509433
2011-06-10,89.85849056603774,90.70754716981132
2011-06-13,89.62264150943396,90.54245283018868
2011-06-14,89.15094339622641,90.35377358490567
2011-06-15,88.67924528301887,90.1179245283019
2011-06-16,88.20754716981132,89.85849056603774
2011-06-17,87.97169811320755,89.5754716981132
2011-06-20,87.5,89.26886792452831
2011-06-21,86.79245283018868,88.89150943396227
2011-06-22,86.55660377358491,88.49056603773585
2011-06-23,86.55660377358491,88.08962264150944
2011-06-24,86.08490566037736,87.7122641509434
2011-06-27,85.84905660377359,87.33490566037736
2011-06-28,85.84905660377359,87.00471698113208
2011-06-29,85.14150943396226,86.65094339622641
2011-06-30,84.66981132075472,86.29716981132076
2011-07-01,84.43396226415094,85.9433962264151
2011-07-05,84.19811320754717,85.61320754716981
2011-07-06,83.9622641509434,85.3301886792453
2011-07-07,83.72641509433963,85.04716981132076
2011-07-08,82.78301886792453,84.66981132075472
2011-07-11,81.60377358490565,84.22169811320755
2011-07-12,80.66037735849056,83.70283018867924
2011-07-13,79.71698113207547,83.08962264150944
2011-07-14,78.77358490566037,82.45283018867926
2011-07-15,78.5377358490566,81.83962264150944
2011-07-18,77.35849056603774,81.13207547169812
2011-07-19,76.88679245283019,80.40094339622642
2011-07-20,76.17924528301887,79.62264150943398
2011-07-21,75.23584905660378,78.77358490566039
2011-07-22,74.52830188679245,77.94811320754717
2011-07-25,73.82075471698113,77.16981132075472
2011-07-26,73.58490566037736,76.4622641509434
2011-07-27,72.64150943396226,75.75471698113208
2011-07-28,72.40566037735849,75.11792452830188
2011-07-29,72.16981132075472,74.48113207547169
2011-08-01,71.93396226415094,73.93867924528301
2011-08-02,71.4622641509434,73.39622641509433
2011-08-03,70.28301886792453,72.8066037735849
2011-08-04,68.16037735849056,72.09905660377358
2011-08-05,66.50943396226415,71.29716981132076
2011-08-08,65.09433962264151,70.4245283018868
2011-08-09,62.264150943396224,69.29245283018868
2011-08-10,60.141509433962256,68.04245283018868
2011-08-11,58.9622641509434,66.69811320754717
2011-08-12,58.01886792452831,65.28301886792454
2011-08-15,57.07547169811321,63.79716981132075
2011-08-16,56.132075471698116,62.264150943396224
2011-08-17,54.71698113207547,60.70754716981132
2011-08-18,54.009433962264154,59.29245283018868
2011-08-19,53.06603773584906,57.948113207547166
2011-08-22,51.886792452830186,56.62735849056604
2011-08-23,50.70754716981132,55.47169811320755
2011-08-24,49.056603773584904,54.363207547169814
2011-08-25,47.64150943396226,53.231132075471706
2011-08-26,46.4622641509434,52.07547169811321
2011-08-29,46.22641509433962,50.990566037735846
2011-08-30,45.5188679245283,49.929245283018865
2011-08-31,44.10377358490566,48.867924528301884
2011-09-01,43.63207547169811,47.83018867924528
2011-09-02,43.529411764705884,46.876526082130965
2011-09-06,42.8235294117647,45.970199778024416
2011-09-07,42.58823529411765,45.15826859045505
2011-09-08,41.411764705882355,44.39378468368479
2011-09-09,40.0,43.62963374028857
2011-09-12,39.05882352941176,42.8892896781354
2011-09-13,38.11764705882353,42.0784128745838
2011-09-14,36.705882352941174,41.19711431742508
2011-09-15,35.294117647058826,40.316148723640396
2011-09-16,33.88235294117647,39.34117647058823
2011-09-19,33.1764705882353,38.305882352941175
2011-09-20,32.94117647058823,37.31764705882353
2011-09-21,32.863849765258216,36.345208505937585
2011-09-22,32.159624413145536,35.41999447666391
2011-09-23,31.220657276995308,34.54206020436344
2011-09-26,29.107981220657276,33.54697597348799
2011-09-27,28.169014084507044,32.55211267605634
2011-09-28,27.230046948356808,31.604529135597904
2011-09-29,26.93208430913349,30.768325801805368
2011-09-30,26.229508196721312,30.003041327359853
2011-10-03,25.05854800936768,29.191249069473095
2011-10-04,24.355971896955502,28.332728612109815
2011-10-05,23.88758782201405,27.4351024177854
2011-10-06,23.4192037470726,26.561060351178106
2011-10-07,22.950819672131146,25.73407659069169
2011-10-10,22.482435597189696,25.071522028344933
2011-10-11,22.24824355971897,24.479444975866123
2011-10-12,22.24824355971897,23.981264637002344
2011-10-13,22.24824355971897,23.51288056206089
2011-10-14,22.716627634660423,23.161592505854802
2011-10-17,23.4192037470726,22.997658079625293
2011-10-18,23.88758782201405,22.950819672131146
2011-10-19,24.355971896955502,22.997658079625293
2011-10-20,25.05854800936768,23.161592505854802
2011-10-21,25.76112412177986,23.442622950819672
2011-10-24,25.526932084309134,23.747072599531613
2011-10-25,25.76112412177986,24.098360655737707
2011-10-26,25.76112412177986,24.449648711943794
2011-10-27,26.697892271662766,24.894613583138174
2011-10-28,27.166276346604217,25.339578454332553
2011-10-31,27.400468384074944,25.73770491803279
2011-11-01,28.10304449648712,26.159250585480095
2011-11-02,28.10304449648712,26.533957845433257
2011-11-03,28.805620608899297,26.908665105386415
2011-11-04,29.7423887587822,27.306791569086652
2011-11-07,29.7423887587822,27.728337236533957
2011-11-08,30.210772833723652,28.17330210772834
2011-11-09,29.97658079625293,28.594847775175644
2011-11-10,30.210772833723652,28.946135831381735
2011-11-11,30.210772833723652,29.25058548009368
2011-11-14,31.381733021077284,29.64871194379391
2011-11-15,32.08430913348946,30.046838407494146
2011-11-16,32.31850117096019,30.46838407494145
2011-11-17,32.55269320843091,30.84309133489461
2011-11-18,32.55269320843091,31.124121779859486
2011-11-21,32.55269320843091,31.405152224824356
2011-11-22,32.55269320843091,31.639344262295083
2011-11-23,33.021077283372364,31.94379391100702
2011-11-25,32.71028037383177,32.19374466501783
2011-11-28,32.94392523364486,32.467059905009954
2011-11-29,32.94392523364486,32.623279126266716
2011-11-30,32.71028037383177,32.68587625030094
2011-12-01,33.64485981308411,32.81851211451334
2011-12-02,34.112149532710276,32.97445774694127
2011-12-05,34.81308411214953,33.20049683731314
2011-12-06,35.981308411214954,33.54335835759154
2011-12-07,36.68224299065421,33.956313335813874
2011-12-08,36.915887850467286,34.34579439252336
2011-12-09,37.61682242990654,34.83644859813084
2011-12-12,38.78504672897196,35.42056074766355
