Date,SPX,Oscillator,Threshold_Up,Threshold_Down
2016-04-28,,0.3817204301075269,0.6,0.2
2016-04-29,,0.3118279569892473,0.6,0.2
2016-05-02,,0.5161290322580645,0.6,0.2
2016-05-03,,0.26881720430107525,0.6,0.2
2016-05-04,,0.26881720430107525,0.6,0.2
2016-05-05,,0.3548387096774194,0.6,0.2
2016-05-06,,0.40860215053763443,0.6,0.2
2016-05-09,,0.44086021505376344,0.6,0.2
2016-05-10,,0.6236559139784946,0.6,0.2
2016-05-11,,0.5161290322580645,0.6,0.2
2016-05-12,,0.5483870967741935,0.6,0.2
2016-05-13,,0.34946236559139787,0.6,0.2
2016-05-16,,0.5967741935483871,0.6,0.2
2016-05-17,,0.3387096774193548,0.6,0.2
2016-05-18,,0.3763440860215054,0.6,0.2
2016-05-19,,0.2849462365591398,0.6,0.2
2016-05-20,,0.45161290322580644,0.6,0.2
2016-05-23,,0.44623655913978494,0.6,0.2
2016-05-24,,0.7473118279569892,0.6,0.2
2016-05-25,,0.7741935483870968,0.6,0.2
2016-05-26,,0.7956989247311828,0.6,0.2
2016-05-27,,0.8655913978494624,0.6,0.2
2016-05-31,,0.8279569892473119,0.6,0.2
2016-06-01,,0.8440860215053764,0.6,0.2
2016-06-02,,0.8333333333333334,0.6,0.2
2016-06-03,,0.7043010752688172,0.6,0.2
2016-06-06,,0.7150537634408602,0.6,0.2
2016-06-07,,0.6881720430107527,0.6,0.2
2016-06-08,,0.7258064516129032,0.6,0.2
2016-06-09,,0.6774193548387096,0.6,0.2
2016-06-10,,0.3763440860215054,0.6,0.2
2016-06-13,,0.24193548387096775,0.6,0.2
2016-06-14,,0.20967741935483872,0.6,0.2
2016-06-15,,0.21505376344086022,0.6,0.2
2016-06-16,,0.26881720430107525,0.6,0.2
2016-06-17,,0.27956989247311825,0.6,0.2
2016-06-20,,0.4946236559139785,0.6,0.2
2016-06-21,,0.5268817204301075,0.6,0.2
2016-06-22,,0.553763440860215,0.6,0.2
2016-06-23,,0.8118279569892473,0.6,0.2
2016-06-24,,0.20967741935483872,0.6,0.2
2016-06-27,,0.13440860215053763,0.6,0.2
2016-06-28,,0.26344086021505375,0.6,0.2
2016-06-29,,0.510752688172043,0.6,0.2
2016-06-30,,0.7258064516129032,0.6,0.2
2016-07-01,,0.7526881720430108,0.6,0.2
2016-07-05,,0.5913978494623656,0.6,0.2
2016-07-06,,0.6666666666666666,0.6,0.2
2016-07-07,,0.7419354838709677,0.6,0.2
2016-07-08,,0.9247311827956989,0.6,0.2
2016-07-11,,0.8924731182795699,0.6,0.2
2016-07-12,,0.8709677419354839,0.6,0.2
2016-07-13,,0.8387096774193549,0.6,0.2
2016-07-14,,0.8225806451612904,0.6,0.2
2016-07-15,,0.7849462365591398,0.6,0.2
2016-07-18,,0.7311827956989247,0.6,0.2
2016-07-19,,0.6881720430107527,0.6,0.2
2016-07-20,,0.6827956989247311,0.6,0.2
2016-07-21,,0.5591397849462365,0.6,0.2
2016-07-22,,0.6827956989247311,0.6,0.2
2016-07-25,,0.5967741935483871,0.6,0.2
2016-07-26,,0.6344086021505376,0.6,0.2
2016-07-27,,0.5053763440860215,0.6,0.2
2016-07-28,,0.5806451612903226,0.6,0.2
2016-07-29,,0.5752688172043011,0.6,0.2
2016-08-01,,0.5591397849462365,0.6,0.2
2016-08-02,,0.3010752688172043,0.6,0.2
2016-08-03,,0.3709677419354839,0.6,0.2
2016-08-04,,0.4032258064516129,0.6,0.2
2016-08-05,,0.6021505376344086,0.6,0.2
2016-08-08,,0.5268817204301075,0.6,0.2
2016-08-09,,0.5376344086021505,0.6,0.2
2016-08-10,,0.5645161290322581,0.6,0.2
2016-08-11,,0.6774193548387096,0.6,0.2
2016-08-12,,0.6505376344086021,0.6,0.2
2016-08-15,,0.6827956989247311,0.6,0.2
